name,organizations,organization_id,alternate_name,description,locations,location_id,url,email,phones,contacts,taxonomy,taxonomy_term_id,address,id,status,application_process,interpretation_services,wait_time,fees,accreditations,licenses,schedule,x-details,y-org status,programs
Sea Mar Bellingham Behavioral Health Child and Family Services,Sea Mar Community Health Center,recl6mRA3eQbvB4c0,,"A state-licensed a community mental health agency focused on children and families. Services include mental health assessments, individual and family therapy, group therapy, case management, advocacy, and school-based programs.",Sea Mar Bellingham Behavioral Health Clinic,rec00C2t3ObHjQ8Hh,https://www.seamar.org/whatcom-bh-child-family.html,,(360) 398-5444,,"Children,Families,Family Counseling,Counseling,Group Therapy,Mental Health Evaluation,Mental Health Care","recH2S9jjAnFPldly, recOs8jW9d2WJDhsu, recoLdYggUaCc73jH, recmcWSEr2iFwDaTL, recmZaZ3ajOvvocq4, rec5MxwiEOufcHbKy, recpSmwmXlthgV7gO",3350 Airport Dr.,rec1qjP7ip0VLRbAb,,,Spanish Language (in-person),,,,,recfiyiWZlOeF4VOn,,Vetted,
Sea Mar Health Education,Sea Mar Community Health Center,recl6mRA3eQbvB4c0,,"Health Educators offer education on diabetes, prediabetes, cholesterol, blood pressure, glucometer teaching, basic nutrition, asthma, tobacco cessation, family planning, exercise, among other topics. At each visit, the health educator spends time with the patient to set goals that help the patient achieve better health outcomes. ","Sea Mar Bellingham Medical Clinic,Sea Mar Everson Medical Clinic","recQxwmhToj2HVfIk, recjbb8IshEXfJPBF",https://www.seamar.org/health-education.html,,"(360) 671-3225,(360) 354-0766",,"Health,Health Education,Disease Management,Family Planning,Nutrition Education","reciYkvwqodZbQOxg, reck5XAwtGi6t3XeG, recyCMj34GvuU3vug, rec8YBzBBxAKdywsn, recxKh3xVgHqKNd5W","4455 Cordata Pkwy.,6884 Hannegan Rd.",recvDkuJngJDfZfmb,,,Spanish Language (in-person),,,,,,,Vetted,
Sea Mar Maternity Support Services,Sea Mar Community Health Center,recl6mRA3eQbvB4c0,MSS,"Provides support and information related to prenatal and postpartum health. Services include prenatal and postpartum education groups, breastfeeding groups, transportation assistance during pregnancy, hospital tours in English and Spanish, behavioral health counseling, dental care, WIC, and chemical dependency services.","Sea Mar Bellingham Downtown,Sea Mar Ferndale","rec4qtAjumj47YcJU, rec2iRj9NEWsSS1lH",https://www.seamar.org/mss-infant-case.html,,(360) 788-7149,,"Maternity Care,Health,Pregnant,Postnatal Care,Mothers,Counseling,Health Education","receACWnJE9wFfvXS, reciYkvwqodZbQOxg, receH7Eb28JwIIF3S, recxsJXbaWBSYkQIA, recNnik9CH6wd1RHx, recmcWSEr2iFwDaTL, reck5XAwtGi6t3XeG","1764 Iowa St.,6046 Portal Way",recXYeySt2Ok8Z3Pr,,,Spanish Language (in-person),,,,,,,Vetted,
Sea Mar WIC and Nutrition Program,Sea Mar Community Health Center,recl6mRA3eQbvB4c0,WIC,"WIC is a supplemental food and nutrition/breastfeeding education program that helps pregnant women, new mothers and young children eat well, learn about nutrition and breastfeeding, and stay healthy.
","Sea Mar Bellingham Medical Clinic,Sea Mar Bellingham Downtown,Sea Mar Ferndale","recQxwmhToj2HVfIk, rec4qtAjumj47YcJU, rec2iRj9NEWsSS1lH",https://www.seamar.org/wic-nutrition.html,,"(360) 788-7150,(360) 778-4280,(360) 778-4214",,"Health,Nutrition,Nutrition Education,Help Pay for Food,Food,Food Benefits,Government Food Benefits,Pregnant,Mothers,Children,Families","reciYkvwqodZbQOxg, recsjz9aCm9eI3HvD, recxKh3xVgHqKNd5W, reclNA3Wwp1htS782, rec6msXLncJckr8ek, recLDXNT9zWcqPFj1, recqJMdurXascAmeG, receH7Eb28JwIIF3S, recNnik9CH6wd1RHx, recH2S9jjAnFPldly, recOs8jW9d2WJDhsu","4455 Cordata Pkwy.,1764 Iowa St.,6046 Portal Way",receBZf3I56QFF2tT,,,Spanish Language (in-person),,,,,,,Vetted,
Sea Mar Healthcare for the Homeless Program,Sea Mar Community Health Center,recl6mRA3eQbvB4c0,,"Primary health care services such as medical, preventive health and dental, substance abuse treatment and counseling, and mental health services for individuals who are experiencing homelessness, including migrant and seasonal farmworkers.",Sea Mar Bellingham Medical Clinic,recQxwmhToj2HVfIk,https://www.seamar.org/healthcare-homeless.html,,(360) 788-7155,,"Health,Medical Care,Dental Care,Mental Health Care,Primary Care,Homeless","reciYkvwqodZbQOxg, recAt1RYmyx0kOuIt, recsyfErFtkAGFX9Y, recpSmwmXlthgV7gO, rectgyxTmvkMVIBBC, rec7wvcVfmMf7RwS7",4455 Cordata Pkwy.,recbWbFHQlJh9FMgv,,,Spanish Language (in-person),,,,,recxfS5vD7asT7Mpb,,Vetted,
Sea Mar Migrant and Seasonal Farmworker Promotores Program,Sea Mar Community Health Center,recl6mRA3eQbvB4c0,Promotores Program,"Provides linguistically and culturally appropriate health care services and health information to the farmworker community. During high migrant season services include mobile medical and mobile dental clinics at farms, farmworker camps and housing sites, and summer health fairs. During off-peak season, services include culturally-appropriate workshops, presentations and events to farms, housing sites and gathering spaces on critical health topics, ranging from diabetes prevention and TB to understanding the US health system.",Sea Mar Bellingham Medical Clinic,recQxwmhToj2HVfIk,https://www.seamar.org/promotores-program.html,,(360) 788-7143,,"Health,Health Education,Medical Care,Immigrants,Dental Care,Primary Care","reciYkvwqodZbQOxg, reck5XAwtGi6t3XeG, recAt1RYmyx0kOuIt, recbiCoPYceNUp021, recsyfErFtkAGFX9Y, rectgyxTmvkMVIBBC",4455 Cordata Pkwy.,recmaI0Sm7cCnGnBL,,,Spanish Language (in-person),,,,,recxfS5vD7asT7Mpb,,Vetted,
Unity Care NW Primary and Preventative Health Care,Unity Care NW,recQCprmXVCo7MQQ3,,"A full range of primary medical services, including well-child exams, immunizations, annual exams, women’s health care, prescriptions, diagnosis and treatment of acute illness, urgent care, on-site testing and laboratory services, behavioral health care, care of chronic illnesses, reproductive health and contraception, sexually-transmitted disease testing and treatment, and care coordination.","Unity Care NW Bellingham Medical and Children's Dental Services,Unity Care NW Ferndale","recY6YzwSjwo2hFur, recAGaqcekgErU5Ft",https://unitycarenw.org/medical/,,(360) 676-6177,,"Health,Medical Care,Primary Care,Chronic Illness,Checkup & Test,Prevent & Treat,Women's Health,Birth Control,Family Planning,Sexual & Reproductive Health,Vaccinations,STD/STI Treatment & Prevention","reciYkvwqodZbQOxg, recAt1RYmyx0kOuIt, rectgyxTmvkMVIBBC, rec01SQMIHeYH9soh, rec1kbhC9u3BquA45, recKS0XVAOeMrFEMb, recoXmcooepmDKEv9, recebojBSmjf6c2bN, rec8YBzBBxAKdywsn, rec6UZxL4OrpRUPCp, recnJ4UInpNDGnvfq, recDnzdl80u1YVcJk","220 Unity St.,6060 Portal Way ",recW5u7LQOuUjzUay,,,,,,,,,,Vetted,
Unity Care NW Children's Medical Care,Unity Care NW,recQCprmXVCo7MQQ3,," Coordinated primary medical and dental care for children and adolescents, including well-child visits, newborn care, developmental screenings, immunizations, sports exams, and specialty referrals.","Unity Care NW Bellingham Medical and Children's Dental Services,Unity Care NW Ferndale","recY6YzwSjwo2hFur, recAGaqcekgErU5Ft",https://unitycarenw.org/bellingham-pediatrics/,,(360) 676-6177,,"Health,Medical Care,Primary Care,Prevent & Treat,Vaccinations,Checkup & Test,Children,Teens","reciYkvwqodZbQOxg, recAt1RYmyx0kOuIt, rectgyxTmvkMVIBBC, recKS0XVAOeMrFEMb, recnJ4UInpNDGnvfq, rec1kbhC9u3BquA45, recH2S9jjAnFPldly, rec3MOuAsiEAxOo3z","220 Unity St.,6060 Portal Way ",recouXi1tWCvLXApS,,,,,,,,,,Vetted,
Unity Care NW Adult Dental Care,Unity Care NW,recQCprmXVCo7MQQ3,,"Prioritizes dental care for the following groups: pregnant women, parents of UCNW pediatric patients, established UCNW pediatric dental patients once they reach adulthood, people living with HIV, developmentally disabled patients, adults with dental emergencies, UCNW medical patients with certain health conditions who are referred by their provider.

Emergency dental care is available to anyone living in Whatcom County. If you are in pain or have swelling, call (360) 676-6177 to make an appointment.","""Unity Care NW Bellingham Adult Dental, Behavioral Health, Donations, and Administration"",Unity Care NW Ferndale","recyD91eCUAUKXjRQ, recAGaqcekgErU5Ft",https://unitycarenw.org/dental/#adult,,(360) 676-6177,,"Dental Care,Health","recsyfErFtkAGFX9Y, reciYkvwqodZbQOxg","1616 Cornwall Ave.,6060 Portal Way ",recYIr4WnBjfwvlxT,,,,,,,,,,Vetted,
Unity Care NW Children's Dental Care,Unity Care NW,recQCprmXVCo7MQQ3,,"Provides dental care to children, pregnant women, and the parents of children who are UCNW patients.","Unity Care NW Bellingham Medical and Children's Dental Services,Unity Care NW Ferndale","recY6YzwSjwo2hFur, recAGaqcekgErU5Ft",https://unitycarenw.org/dental/#pediatric,,(360) 676-6177,,"Dental Care,Health,Children,Families","recsyfErFtkAGFX9Y, reciYkvwqodZbQOxg, recH2S9jjAnFPldly, recOs8jW9d2WJDhsu","220 Unity St.,6060 Portal Way ",recxj6W8dqtqUtocb,,,,,,,,,,Vetted,
Unity Care NW Behavioral Health,Unity Care NW,recQCprmXVCo7MQQ3,,"Provides behavioral health services integrated with medical care, traditional counseling and psychiatric services, support and wellness groups, and case management services to help you access other community resources such as housing, food, and legal assistance.","""Unity Care NW Bellingham Adult Dental, Behavioral Health, Donations, and Administration"",Unity Care NW Ferndale","recyD91eCUAUKXjRQ, recAGaqcekgErU5Ft",https://unitycarenw.org/behavioral-health/,,(360) 676-6177,,"Health,Mental Health Care,Mental Health Evaluation,Medications for Mental Health,Medication Management,Counseling,Support Groups,Case Management","reciYkvwqodZbQOxg, recpSmwmXlthgV7gO, rec5MxwiEOufcHbKy, recsow8v5A4oUJJVH, recEoGfZ4rxqjBNCB, recmcWSEr2iFwDaTL, recrHRnwl3cJ2GqbU, recPJvpaJHs1EMUXw","1616 Cornwall Ave.,6060 Portal Way ",recKn7l3eLepC3Z5l,,,,,,,,,,Vetted,
Nooksack Tribal Clinic,Nooksack Indian Health Department,recy5vdesj7mlBzsJ,,"An ambulatory clinic that provides on-site, acute and preventive health care to the Nooksack Indian Tribe and eligible members of federally recognized Tribes. Services include family medicine, pediatric, obstetrics and gynecology, family planning, women’s health, diabetes screening and testing, nutrition education, and community health and nurse health care practices.",Nooksack Indian Health Department,recSkx5RKjbG7OWVs,https://nooksacktribe.org/departments/health/medical-clinic/,,(360) 966-2106,,"Health,Medical Care,Primary Care,Prevent & Treat,Checkup & Test,Family Planning,Women's Health,Health Education,Nutrition Education,Disease Management","reciYkvwqodZbQOxg, recAt1RYmyx0kOuIt, rectgyxTmvkMVIBBC, recKS0XVAOeMrFEMb, rec1kbhC9u3BquA45, rec8YBzBBxAKdywsn, recoXmcooepmDKEv9, reck5XAwtGi6t3XeG, recxKh3xVgHqKNd5W, recyCMj34GvuU3vug",2510 Sulwhanon Dr.,recMFrybmgyjtmbkI,,,,,,,,recXxx9RWLlfXfb5g,,Vetted,
Nooksack Tribal Dental Clinic,Nooksack Indian Health Department,recy5vdesj7mlBzsJ,,"Provides dental care to the Nooksack Indian Tribe and eligible members of federally recognized tribes. Offers comprehensive dental services, including general dentistry, pediatric dentistry, oral health prevention education, and other dental services.",Nooksack Indian Health Department,recSkx5RKjbG7OWVs,https://nooksacktribe.org/departments/health/dental-clinic/,,(360) 306-5151,,"Health,Dental Care","reciYkvwqodZbQOxg, recsyfErFtkAGFX9Y",2510 Sulwhanon Dr.,recTpdXyDQAm3c0rj,,,,,,,,,,Vetted,
Nooksack Behavioral Health,Nooksack Indian Health Department,recy5vdesj7mlBzsJ,,"Offers comprehensive and culturally sensitive mental health counseling services to the Nooksack Tribal community and Native Americans living in the area (families, elders, adults, adolescents and children). ",Nooksack Behavioral Health,rec0aJWNCpC7x4yuX,https://nooksacktribe.org/departments/health/behavioral-health/,,(360) 966-2376,,"Health,Mental Health Care,Counseling","reciYkvwqodZbQOxg, recpSmwmXlthgV7gO, recmcWSEr2iFwDaTL",2505 Sulwhanon Dr.,recALecAwen5rJ9H3,,,,,,,,,,Vetted,
Nooksack Genesis II Chemical Dependency Program,Nooksack Indian Health Department,recy5vdesj7mlBzsJ,,"Provides confidential, comprehensive services for substance abuse and chemical dependency, as well as outpatient treatment.",Nooksack Chemical Dependency,rec77rqXAcHEGxiIu,https://nooksacktribe.org/departments/health/alcohol-chemical-dependency/,,(360) 398-6399,,"Substance Dependency,Outpatient Treatment,Addiction & Recovery,Medications for Addiction","recU6IywQcWaehPgJ, recZHDUzBN6L5gsW7, recnlKCi4P14ZAjm6, recVnjBWhEHgiwErS",2505 Sulwhanon Dr.,recIHTIvvRaLMpIgH,,,,,,,,,,Vetted,
Nooksack WIC Program,Nooksack Indian Health Department,recy5vdesj7mlBzsJ,WIC,"WIC is a supplemental food and nutrition/breastfeeding education program that helps pregnant women, new mothers and young children eat well, learn about nutrition and breastfeeding, and stay healthy.",Nooksack Indian Health Department,recSkx5RKjbG7OWVs,https://nooksacktribe.org/departments/health/,,(360) 966-2106,,"Health,Nutrition,Nutrition Education,Help Pay for Food,Food,Food Benefits,Government Food Benefits,Pregnant,Mothers,Children,Families","reciYkvwqodZbQOxg, recsjz9aCm9eI3HvD, recxKh3xVgHqKNd5W, reclNA3Wwp1htS782, rec6msXLncJckr8ek, recLDXNT9zWcqPFj1, recqJMdurXascAmeG, receH7Eb28JwIIF3S, recNnik9CH6wd1RHx, recH2S9jjAnFPldly, recOs8jW9d2WJDhsu",2510 Sulwhanon Dr.,recrWLOWHWS9rf3oA,,,,,,,,,,Vetted,
Lummi Tribal Health Center,Lummi Tribal Health Center,recJdHHCi3VZHLL5U,,"Services include adult and family medicine, pediatrics, gynecologic and reproductive care, Maternal Support Services (MSS) and WIC, psychiatry, dental and orthodontics, geriatrics and home visits, physical therapy, cognitive behavioral therapy, counseling for parent-child relationship improvement, dive and work physicals, pharmacy, lab and Xray, COVID testing and vaccines, and rheumatology.",Lummi Tribal Health Center,recM4Ej8LZvqJLiHl,https://www.lummi-nsn.gov/Website.php?PageID=433,,(360) 384-0464,,"Health,Medical Care,Primary Care,Maternity Care,Mental Health Care,Dental Care,Physical Therapy,Counseling,Vaccinations,Checkup & Test,Prevent & Treat","reciYkvwqodZbQOxg, recAt1RYmyx0kOuIt, rectgyxTmvkMVIBBC, receACWnJE9wFfvXS, recpSmwmXlthgV7gO, recsyfErFtkAGFX9Y, recW96cYdGEFMs2g2, recmcWSEr2iFwDaTL, recnJ4UInpNDGnvfq, rec1kbhC9u3BquA45, recKS0XVAOeMrFEMb",2592 Kwina Rd.,recgLdQ6t4HcOhGfe,,,,,,,,,,Vetted,
Lummi Tribal Dental Clinic,Lummi Tribal Health Center,recJdHHCi3VZHLL5U,,"Dental care for Lummi Tribal Members, and other American Indian/Alaska Natives.",Lummi Tribal Health Center,recM4Ej8LZvqJLiHl,https://www.lummi-nsn.gov/Website.php?PageID=433,,(360) 384-2481,,"Dental Care,Health","recsyfErFtkAGFX9Y, reciYkvwqodZbQOxg",2592 Kwina Rd.,rec9CUsIrwUijwL3Q,,,,,,,,,,Vetted,
Lummi Tribal WIC Program,Lummi Tribal Health Center,recJdHHCi3VZHLL5U,WIC,"WIC is a supplemental food and nutrition/breastfeeding education program that helps pregnant women, new mothers and young children eat well, learn about nutrition and breastfeeding, and stay healthy.
",Lummi Tribal Health Center,recM4Ej8LZvqJLiHl,https://www.lummi-nsn.gov/Website.php?PageID=433,,(360) 384-0464,,"Health,Nutrition,Nutrition Education,Help Pay for Food,Food,Food Benefits,Government Food Benefits,Pregnant,Mothers,Children,Families","reciYkvwqodZbQOxg, recsjz9aCm9eI3HvD, recxKh3xVgHqKNd5W, reclNA3Wwp1htS782, rec6msXLncJckr8ek, recLDXNT9zWcqPFj1, recqJMdurXascAmeG, receH7Eb28JwIIF3S, recNnik9CH6wd1RHx, recH2S9jjAnFPldly, recOs8jW9d2WJDhsu",2592 Kwina Rd.,recOPW3y15b5WDF2a,,,,,,,,,,Vetted,
Sumas Food Bank,Sumas Food Bank,rec1KIMjjRGSA8vFO,,Provides free food to people in need.,Sumas Food Bank,recxEdEkEURKC7wuU,,,,,"Food,Food Pantry","rec6msXLncJckr8ek, reczMiZVCCACk2iu3",735 Cherry St. ,recN3phqA54ZdLXKY,,,,,,,,recpMtZQMJtj8Kwmw,,Vetting In Progress,
Food Lifeline Mobile Pantry,Food Lifeline Mobile Pantry ,recPGcBV9IkRFxmSs,,"Located at the East Whatcom Regional Resource Center every 1st Saturday of the Month, and 3rd Friday of the Month.  ",East Whatcom Regional Resource Center,rec3XVu5BUJq31pR7,,,(360) 599-3944,,"Food,Food Pantry","rec6msXLncJckr8ek, reczMiZVCCACk2iu3",8251 Kendall Rd.,rec2Ee2YjJxmAKtRb,,,,,,,,,,Vetted,
Tutu's Free Food Hotline,Tutu's Free Food Hotline ,recsZxvXlgWmB5uBl,,A Project of Whatcom Anti-Hunger Coalition and Opportunity Council. People can call this number and get information on food banks and prepared meal served on each day of the week.,,,,,(360) 788-7EAT (7328),,"Food,Help Hotlines","rec6msXLncJckr8ek, recCaUmmFlIV3UOwU",,rec6BOLeAlXuyLXEx,,,,,,,,,,Vetted,
Loaves and Fishes Community Meal,Loaves and Fishes Community Meal,recZePMSi8UoJH7Jt,,Free hot meal served weekly.,First Baptist Church,recM7OQjbqPRXaHFl,http://firstbaptistbellingham.com/connect/tuesday-meal,,(360) 734-4500,,"Food,Meals,Free Meals","rec6msXLncJckr8ek, recfk98nkziKgILB0, recQIjrVP43MjBU7T",110 Flora St.,recNOt56RgByZtd84,,,,,,,,recCjXQEW0q6GXt6C,,Vetted,
Family Promise,Interfaith Coalition,recxT5X75m9oN4qrL,,Family shelter and day center for families with children. ,,,https://www.interfaith-coalition.org/family-promise,,,,"Housing,Temporary Shelter,Homeless,Families,Children","recCKTPd4gJzUTY28, recIPHURqeqTc9JvX, rec7wvcVfmMf7RwS7, recOs8jW9d2WJDhsu, recH2S9jjAnFPldly",,recI7qwFhRuClmJQn,,Contact the Opportunity Council for screening and intake.,,,,,,,,Vetted,
CAST,Interfaith Coalition,recxT5X75m9oN4qrL,Coffee and Sandwiches Together,"Serves coffee and sandwiches at the Arch of Healing and Reconciliation behind the downtown Bellingham Library four nights a week, rain or shine, throughout the year.

",Bellingham Public Library Central Branch,rec5f7nhKCUfzZqJU,https://www.interfaith-coalition.org/cast,,(360) 734-3983,,"Food,Free Meals,Meals","rec6msXLncJckr8ek, recQIjrVP43MjBU7T, recfk98nkziKgILB0",210 Central Ave.,recwt9lxXjNRwshoz,,,,,,,,recPwx51ybbUzpwvQ,,Vetted,
Interfaith Coalition Winter Warmth Drive,Interfaith Coalition,recxT5X75m9oN4qrL,,"Annual drive to gather donated winter coats, hats, gloves, and other warm items. Donations are distributed to local agencies serving people experiencing homelessness each winter. ",,,https://www.interfaith-coalition.org/winter-coat-drive,,(360) 734-3983,,Clothing,recL3UHuwxQb3U60a,,rect39rb2bxF8rwBE,,,,,,,,,,Vetted,
Bellingham Community Meal ,Bellingham Community Meal,reckuV76kppAeaxSH,,"Provides a hearty meal for the community the last Saturday of the month, January through October.",Assumption Catholic Church,recDL0332MB4DHuGZ,https://bellinghamcommunitymeal.square.site,volunteerbcmp@gmail.com,,,"Food,Meals,Free Meals","rec6msXLncJckr8ek, recfk98nkziKgILB0, recQIjrVP43MjBU7T",2116 Cornwall Ave.,rec6RTBPysbvtP9mI,,,,,,,,recB76ZiagRw8t0XU,,Vetted,
Lydia Place Housing for Households Without Children,Lydia Place  ,recVZf2v2xHyDESHr,,"A mix of rapid re-housing and permanent supportive housing placements for people experiencing homelessness, these services are a partnership with the Whatcom Homeless Service Center and the Whatcom County Health Department targeting the most vulnerable adults on the Housing Pool wait list. Contact Opportunity Council to apply.",,,,,,,"Housing,Long-Term Housing,Short-Term Housing,Homeless","recCKTPd4gJzUTY28, reci7zq6u0lYhE1TQ, recnW3sU3JCGbGLxd, rec7wvcVfmMf7RwS7",,recUnQUf3SI3rEl8Y,,"If you are in need of housing support, please contact Opportunity Council.",,,,,,,,Vetting In Progress,
Lydia Place Family Housing,Lydia Place  ,recVZf2v2xHyDESHr,,"Family Housing programs include Permanent Supportive Housing (PSH), Rapid Re-housing (RRH), and Emergency Hotel Stays for families experiencing homelessness. Contact Opportunity Council to apply.",,,,,,,"Housing,Families,Long-Term Housing,Short-Term Housing,Homeless","recCKTPd4gJzUTY28, recOs8jW9d2WJDhsu, reci7zq6u0lYhE1TQ, recnW3sU3JCGbGLxd, rec7wvcVfmMf7RwS7",,recfzE6tEMsrIS6qv,,"If you are in need of housing support, please visit Opportunity Council.",,,,,,,,Vetting In Progress,
DVSAS Partnership,Lydia Place  ,recVZf2v2xHyDESHr,,"The Domestic Violence and Sexual Assault Services (DVSAS) Partnership Program provides case management and housing resource access to one of DVSAS’ two safe shelters, and to clients in emergency motel stays paid for by DVSAS.",,,,,,,"Safe Housing,Housing,Domestic Violence Survivors","recyE8wcXQhwdr8At, recCKTPd4gJzUTY28, rec0Ce3Y1ZD6lwr77",,recAoosxj6vfpShEi,,"If you are interested in this program, please contact Opportunity Council or DVSAS. ",,,,,,,,Vetting In Progress,
CAP Crisis Assistance,Blaine Community Assistance Program,recUZEfFGb1AwIpuH,,"Provides assistance to residents of Blaine, Birch Bay, Custer, and Point Roberts who have short-term emergency needs for financial assistance, including utility bills (shut-off impending), critical prescription needs, grocery vouchers (when other food assistance is not available), short-term emergency lodging (1-3 day motel stays), emergency gasoline assistance.",,,https://blainecap.org/crisis-assistance/,,(360) 392-8484,,"Emergency,Money,Emergency Payments,Help Pay for Food,Help Pay for Gas,Help Pay for Utilities,Financial Assistance,Prescription Assistance,In Crisis","recv9Cso39oBw8MCb, recPlzafaM95ikCqj, recZC2bATGtKSdzXU, reclNA3Wwp1htS782, recYPXy5wHUdThBfW, recqJeWfuWoaymxab, recbgFtOSl3oWCDSE, rec8W4OEhRE2BiE6I, rectpgGWV6bm6Hz8V",,rec50JYWb9Awsavf4,,Call to set up an appointment.,,,,,,,,Vetted,
Blaine Clothing Bank,Blaine Community Assistance Program,recUZEfFGb1AwIpuH,CAP Clothing Bank,"Provides free clothing and household linens to residents of Blaine, Birch Bay, and Custer.",The CAP Center,recscVoMVjkmmApaE,https://blainecap.org/clothing-assistance/,,(360) 392-8484,,"Clothing,Goods","recL3UHuwxQb3U60a, recYkNaWD02ZhnpEv",508 G St.,rec3hQjRkVVbyeJeQ,,,,,,,,,,Vetted,
Blaine and Birch Bay Community Toy Store,Blaine Community Assistance Program,recUZEfFGb1AwIpuH,,"A holiday gift assistance program for families living in the Blaine School District who are facing difficult financial circumstances. Gifts are arranged in a store-like setting where parents can purchase brand new, unwrapped toys marked down about 75%.  Voucher assistance is available for families needing extra help. 

Registration typically takes place in late Autumn.",,,https://blainecap.org/community-toy-store/,,(360) 392-8484,,"Toys & Gifts,Goods,Children,Families,Holiday Assistance","rec7gQR1YEUvAme3l, recYkNaWD02ZhnpEv, recH2S9jjAnFPldly, recOs8jW9d2WJDhsu, recqAuN7tbHsKruJw",,recrUqYFNy38Mdh2H,,,,,,,,,,Vetted,
CAP Winter Coat Drive,Blaine Community Assistance Program,recUZEfFGb1AwIpuH,,"Annual drive and distribution of winter coats, hats, gloves, and socks for men, women, and children living in Blaine, Birch Bay, and Custer. Distribution typically takes place in late Autumn. ",,,https://blainecap.org/winter-coats/,,(360) 392-8484,,"Clothing,Goods","recL3UHuwxQb3U60a, recYkNaWD02ZhnpEv",,recZ7guHcnZAdc6JH,,,,,,,,,,Vetted,
The Food Connection,Blaine Community Assistance Program,recUZEfFGb1AwIpuH,,A program that connects surplus food from food service establishments and other sources to families in the Blaine community that can use the food. ,,,https://blainecap.org/food-connection/,food@blainecap.org,(360) 392-8484,,Food,rec6msXLncJckr8ek,,recv9vKtjWVELT3YB,,Email food@blainecap.org with your name and phone number.,,,,,,,,Vetted,
CAP Thanksgiving Baskets,Blaine Community Assistance Program,recUZEfFGb1AwIpuH,,"Provides ready-to-cook turkey dinners for families with limited financial resources living in Blaine, Birch Bay, Custer, and Point Roberts. Each basket is sized to the number of people in the family. Pre-registration is required, and typically takes place October through early November.",,,https://blainecap.org/thanksgiving-baskets/,,(360) 392-8484,,"Food,Holiday Assistance","rec6msXLncJckr8ek, recqAuN7tbHsKruJw",,rec54E8Q6OWrhRXL0,,,,,,,,,,Vetted,
Parents as Teachers ,Lydia Place  ,recVZf2v2xHyDESHr,PAT,"A nation-wide, evidence-based service where certified parent educators visit families in the comfort of their homes a minimum of twice monthly to support parents in developing the skills and confidence needed to raise healthy, children.",,,,,,,"Parenting Education,Children,Families,Parents","recIYoQCXH2GX4meA, recH2S9jjAnFPldly, recOs8jW9d2WJDhsu, rec4cE8qW6kVNk0bV",,rectKbmKNJSdimoRH,,,,,,,,,,Vetting In Progress,
Family Funds Program,Ferndale Community Services,rec1j2QGts8EXLdvy,,"Provides funding for emergency basic needs for families in need within the Ferndale School District. Funds can cover housing costs, clothing, food, utilities, school and other household supplies, or other things recommended by District staff for families. ",,,https://ferndalecsc.org/programs/family-funds/,,(360) 380-2200,,"Money,Emergency Payments,Emergency,Help Pay for Food,Help Pay for Housing,Help Pay for Utilities,Financial Assistance,Supplies for School,Families,Children","recPlzafaM95ikCqj, recZC2bATGtKSdzXU, recv9Cso39oBw8MCb, reclNA3Wwp1htS782, recJYGDCounIMHC0T, recqJeWfuWoaymxab, recbgFtOSl3oWCDSE, rec8OllsKHnHPj5Jo, recOs8jW9d2WJDhsu, recH2S9jjAnFPldly",,recDDpWpmT2hs4txy,,Referral from select Ferndale School District staff required.,,,,,,,,Vetted,
CenteringPregnancy,Lydia Place  ,recVZf2v2xHyDESHr,,"Lydia Place and Moonbelly Midwifery are partnering together to provide a unique blend of trauma-informed, compassionate, professional, midwifery care for pregnant people experiencing homelessness, housing instability, or other life transitions.",,,,,,,"Children,Pregnant,Housing,Homeless,Maternity Care,Near Homeless","recH2S9jjAnFPldly, receH7Eb28JwIIF3S, recCKTPd4gJzUTY28, rec7wvcVfmMf7RwS7, receACWnJE9wFfvXS, rec2cxjnl0Pw6JmTi",,recX19sXMR9WCDVWl,,,,,,,,,,Vetting In Progress,
Ferndale Community Utilities Fund,Ferndale Community Services,rec1j2QGts8EXLdvy,,"A temporary program specifically for households impacted by the COVID-19 emergency. To qualify participants must be a City of Ferndale Utility customer, have a household member who is currently impacted by the COVID-19 emergency, and must meet income limits. Apply online, or call the hotline.",,,https://ferndalecsc.org/programs/ferndale-community-utilities-fund/,fcufund@gmail.com,(360) 358-5257,,"Help Pay for Utilities,Emergency Payments","recqJeWfuWoaymxab, recZC2bATGtKSdzXU",,recBjJsDIeKC29Z1C,,Apply online at https://docs.google.com/forms/d/e/1FAIpQLScy9HHj7G_C_sOhWMV1eDUjzkvagzut245nl0Q6GQCRfv3lWw/viewform ,,,,,,,,Vetted,
Parent Child Assistance Program,Brigid Collins Family Support Center,recwkhSGNR5Q1MUM1,PCAP,"An award winning, evidence‐informed home visitation case‐management model for pregnant and parenting women with substance use disorders.  The program serves pregnant and parenting moms in recovery with children up to age 2.",Brigid Collins Family Support Center,recHQ2Ay9nJj1f852,https://www.brigidcollins.org/pcap,,(360) 734-4616,,"Families,Pregnant,Mothers,Substance Dependency,Addiction & Recovery,Case Management,Home Visiting","recOs8jW9d2WJDhsu, receH7Eb28JwIIF3S, recNnik9CH6wd1RHx, recU6IywQcWaehPgJ, recnlKCi4P14ZAjm6, recPJvpaJHs1EMUXw, recJjmOFKPrK8f2uK",1231 N. Garden St.,recGUAWidwJEHtWNi,,Call to enroll.,,,,,,,,Vetted,
