,organization_id,o_name,o_description,o_url,location_id,l_name,l_description,latitude,longitude,address_1,address_2,city,state_province,postal_code,cluster id,confidence
159,f555819cd981de6eadde6be683ba1a9c,whatcom community college (wcc),"whatcom community college is a regionally and nationally accredited two-year college with an accomplished faculty and staff who serve 11,000 students annually. on its campus and through online courses. whatcom community college offers transfer degrees, professional and technical training programs, as well as basic education, job skills, and community continuing education classes.",http://whatcom.edu,1913d54bda98aa5f0fd3c92ef216e626,whatcom community college,,,,237 w kellogg rd,,bellingham,wa,98226,101,1.0
160,d8f345cf7f99bad0e4b90a1d0d31701e,whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,342c9a733fdaa96fc0d22053d99dec20,whatcom county,,,,311 grand avenue,,bellingham,wa,98225,8,0.5000074625572157
161,d8f345cf7f99bad0e4b90a1d0d31701e,whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,9ad2b22a49542bae2c872ebd3b15bc9f,toxic waste disposal site,,,,3505 airport drive,,bellingham,wa,98225,41,0.5000115336317887
162,d8f345cf7f99bad0e4b90a1d0d31701e,whatcom county,whatcom county government departments and services.,http://www.co.whatcom.wa.us,2cae3505105be1a5ffd0c467743e9c18,whatcom county public defender,,,,215 north commercial street,,bellingham,wa,98225,102,1.0
163,3a2e0980b16f19775c51dac064a7ca24,whatcom transportation authority (wta),"provides fixed route, paratransit and vanpool service throughout whatcom county.",http://www.ridewta.com,c848915b67192d4ccfdd339ab193a0d8,whatcom transportation authority,,,,4111 bakerview spur,,bellingham,wa,98226,103,1.0
164,d004e07f43ed773db565f950d98271bb,ywca of bellingham,ywca bellingham provides emergency and transitional housing for single women in whatcom county.,http://www.ywcabellingham.org,9e651214c29c8a5b9f84a9565ed39d91,ywca of bellingham,,,,1224 north state street,,bellingham,wa,98225,6,0.5000238945829254
165,5015e5e3bba4e4b1cfe288e60d760bab,usda,resources and information for the agricultural community.,,aef3f2eff627a3636a64365be13c8ff1,growing veterans,,,,6458 martin place,,lynden,wa,98264,104,1.0
166,5015e5e3bba4e4b1cfe288e60d760bab,usda,resources and information for the agricultural community.,,44e6eb6681e3cb4c9acab2460b46671a,cloud mountain farm center incubator farm program,,,,6906 goodwin road,,everson,wa,98247,105,1.0
167,5015e5e3bba4e4b1cfe288e60d760bab,usda,resources and information for the agricultural community.,,f8a435438b365b4457befcbeb83129bd,community food co-op farm fund,,,,1220 north forest street,,bellingham,wa,98225,46,0.5000091791152954
168,5015e5e3bba4e4b1cfe288e60d760bab,usda,resources and information for the agricultural community.,,d5bda287b0bd58a1e93a983888e0f903,sustainable connections,,,,1701 ellis street,suite 221,bellingham,wa,98225,22,0.5000115038287798
169,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,376265117ddd056fe39913bea605d179,bellingham central library,,,,210 central avenue,,bellingham,wa,98225,23,0.5000266539207536
170,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,5ea337ed4ff22ef4d1e2a47d75425d53,bellingham library - fairhaven branch,,,,1117 12th street,,bellingham,wa,98225,4,0.5000251935312391
171,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,61ecc39aee2faa69901f0e48d320286d,bellingham library - barkley branch,,,,3111 newmarket street,suite 103,bellingham,wa,98226,24,0.5000284910202026
172,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,f34f0764648698310969e105b6d00778,north fork library,,,,7506 kendall road,,maple falls,wa,98266,48,0.5000307559967041
173,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,ba6ab08c164ff6c322e06b3792518c8a,sumas library,,,,461 2nd street,,sumas,wa,98295,13,0.5000118912680349
174,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,cd208e1b85f8626f19d99feedd6bac06,lynden library,,,,216 4th street,,lynden,wa,98264,13,0.5000123681167612
175,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,9a21ed3fb603fdef7b7b41907657ca5f,deming library,,,,5044 mount baker highway,,deming,wa,98244,106,1.0
176,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,89694936705b6ea252212922acdabd8d,base camp,,,,1530 cornwall avenue,,bellingham,wa,98225,30,0.5000260081697618
177,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,5d320a847f82599041450ea9a4008319,lynden community and senior center,,,,401 grover street,,lynden,wa,98264,107,1.0
178,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,fc2129e95ffacc61cdab80c6cfddd7b3,ferndale city hall,,,,2095 main street,,ferndale,wa,98248,31,0.500008136100208
179,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,47fd1b552165c9c3369148df8106ce16,east whatcom regional resource center,,,,8251 kendall road,,maple falls,wa,98266,47,0.500021338918179
180,20907f797ed120d4a081af4a34338bcb,north sound cooling centers,cooling center locations for north sound counties.,,4ad733a70822b4dd15cc986f136f274a,ferndale library,,,,2125 main street,,ferndale,wa,98248,31,0.500008136100208
181,8e2166a94e03edee8f705c87ba8aef6d,opportunity council - east whatcom regional resource center,"connects people with community resources to help meet basic needs such as clothing, blankets, food, household items, personal hygiene products, transportation and more. provides head start, community activities on site, and information and referrals to community programs.",https://www.oppco.org/ewrrc,a8ffc71a17e720811c4febec956d3afe,east whatcom regional resource center,,,,8251 kendall road,,maple falls,wa,98266,47,0.5000190291449529
182,2bdff5f988bd3ebc72980d92f986fb78,acme elementary school,,https://www.mtbaker.wednet.edu/o/acme,8aae1e860daafa49872520a65973b0c8,"5200 turkington rd, acme",,48.71876,-122.208755,5200 turkington rd,,acme,wa,98220,108,1.0
183,f56e2179960e8f642885a4af932ca743,kids in motion therapy clinic,,,7ea717ff7394d569775d699c8cf89966,"4152 meridian st suite 105, bellingham",,48.792046,-122.4852,"4152 meridian st,suite 105",,bellingham,wa,98226,109,1.0
184,65b938457f745b95131c1967b7d30783,max higbee center,,,b269103e354b3b03179f87ebef056931,"1210 bay st suite 102, bellingham",,48.75023,-122.48185,"1210 bay st,suite,102",,bellingham,wa,98225,110,1.0
185,aee8012279d0a4e3afe7d5e8cbe54131,blaine food bank,"this food bank serves residents of blaine, custer, birch bay semihamoo.",https://www.blainefoodbank.org/,fc4437e68335414ad55e49d4a3d8afb1,"500 c st, blaine",,48.99955,-122.745895,500 c st,,blaine,wa,98230,15,0.5000013709068298
186,f2200952b88c4eddeeba62b0f790422d,faces northwest,,,848104ab6427625302efa01590952285,"po box 30943, bellingham",,48.77,-122.46,po box 30943,,bellingham,wa,98228,111,1.0
187,ba69fc6a3023056a56cda42b25725537,squalicum high school,,,f916020e569bb5c05726a7c3d2875766,"3773 e mcleod rd, bellingham",,48.784336,-122.42304,3773 e mcleod rd,,bellingham,wa,98226,27,0.5000236039964797
188,0509b21d416ba4b3579df93c37a1a103,sehome high school,,,1b83ce2df00d6dfd77b1444d3e016a65,"2700 bill mcdonald pkwy, bellingham",,48.72738,-122.48148,2700 bill mcdonald pkwy,,bellingham,wa,98225,112,1.0
189,42533b1a05fae18c40e370fe38e3cb9d,nooksack valley school,,,0959aede3666b053da49da92127668ff,"3326 e badger rd, everson",,48.96464,-122.30782,3326 e badger rd,,everson,wa,98247,2,0.5000026822090149
190,177086cf748eaf092dee814821722e9f,whatcom county health department,,https://www.whatcomcounty.us/360/health-department,45ba03ae8b1aaa1ca22198ef1674393b,"1500 n state st, bellingham",,48.750492,-122.47331,1500 n state st,,bellingham,wa,98225,6,0.5000156837181355
191,21a00b927668fabaea00dc845bac279b,blaine school district - play learn group,birch bay bible community church,,f0eb7d6124ad6e8b8eece087b6d4e1d8,"birch bay bible community church, blaine",,48.907738,-122.72571,4460 bay rd,,blaine,wa,98230,113,1.0
192,697b5b53f6af4744e67a3d899ae76221,project hope,,https://www.projecthopelynden.org/project-hope-food-bank/,df641cbbb77d43154118538f57dc59be,"205 s bc ave, lynden",,48.93826,-122.462715,205 s british columbia ave,,lynden,wa,98264,21,0.5000127257536043
193,489f042af0934f3337083a2a1e2e797d,bellingham unitarian fellowship - humanitas ministry,"the humanitas ministry provides limited financial assistance to residents of whatcom county who are in need. typical requests may include a monthly bus pass, groceries, gasoline, camping gear, assistance with utilities, or other necessities.",https://www.humanitasministry.org/,d00e41a70fbd645bd6e3fff25bfe0698,"1207 ellsworth st, bellingham",,48.758976,-122.486084,1207 ellsworth st,,bellingham,wa,98225,22,0.5000138980094948
194,52b80e41b99ccf15d4bfc6663c74790d,foothills food bank (saint peters church),,,72660ef380453e6d33e84f5b6c2bc958,"east whatcom regional resource center, maple falls",,48.93991,-122.151596,"east whatcom regional resource center,8255 kendal road",,maple falls,wa,98266,114,1.0
195,f6acb94a50f880d6fdf28d3fbb571565,laurel community baptist church,,,154b6f1b64ff813c335b0e3afecb8ec1,"162 w laurel rd, bellingham",,48.855644,-122.489365,162 w laurel rd,,bellingham,wa,98226,25,0.5000093579292297
196,0cddfc469b88101156a50899bd8740b0,harmony elementary school,this school is part of the mt baker school district.,https://www.mtbaker.wednet.edu/o/harmony,bbcf7876416b9391f6508183716a8d91,"5060 sand rd, bellingham",,48.8244,-122.33079,5060 sand rd,,bellingham,wa,98226,115,1.0
197,c2c9b5f66a3a3ecda01c45060416b826,kendall elementary school,this elementary school is part of the mt. baker school district.,https://www.mtbaker.wednet.edu/o/kendall,4eea9ccb816de2786cebe50a50d785b0,"7547 kendall road, maple falls",,48.91631,-122.141685,7547 kendall rd,,maple falls,wa,98266,48,0.5000307559967041
198,04935b5c57030b279cce356a94d55fa6,whatcom county dental resource list,,,bd4b4353dbc24a779105da1ab066a815,"800 e chestnut ll suite 2, bellingham",,48.743736,-122.47336,800 e chestnut ll suite 2,,bellingham,wa,98227,116,1.0
199,1069751e6354d7a8bd656755dd72f7c2,ferndale school district,,,2469155057483da8e9ec78d85f145bc7,"early learning center, ferndale",,48.8465,-122.591,"early learning center,5275 nw dr,26",,ferndale,wa,98248,117,1.0
200,ce0240445cf3117e0ef37b46ec196b1a,nooksack valley food bank,,,6adfe29790583f1f99217a945570a844,"everson presbyterian church, everson",,48.921234,-122.34225,204 n washington,,everson,wa,98247,118,1.0
201,3210cadfed258e357a8affce64459014,satellite food bank at christ the king community church,,,87bc08c598057629fca56f42c98d90a3,"4173 meridian st, bellingham",,48.790524,-122.48794,4173 meridian st,,bellingham,wa,98226,10,0.5000162524639513
202,6fa15bfc2238df7981ead768874646b4,whatcom taking action,"provides phone screening, intake referrals for children with special health care needs.",https://whatcomtakingaction.org/,496c773b9e126f8972501f663405e390,"1111 cornwall ave, bellingham",,48.748093,-122.482315,1111 cornwall avenue,,bellingham,wa,98225,30,0.5000242331867177
203,975ad8733695da36882ed234244da64b,washington hands and voices,,,750e4db5e60143c1ecf39cb2621f3fab,"2950 newmarket st suite 101-124, bellingham",,48.770824,-122.44327,"2950 newmarket st,suite 101-124",,bellingham,wa,98226,119,1.0
204,05f50a7203ba89f50e20166d5ee2f0e6,lydia place,,https://lydiaplace.org/,8d56bd383e9170b42513dece77fdc8f0,"1701 gladstone st, bellingham",,48.749203,-122.45303,1701 gladstone street,,bellingham,wa,98229,14,0.5000014901161194
205,641b9b54a7ef37ef16060c1540fcfc57,bellingham parks recreation,,,5db59e23eb98cc360dae52ea1b925300,"3424 meridian st, bellingham",,48.776733,-122.48532,3424 meridian st,,bellingham,wa,98225,19,0.5000239020338622
206,d035842fea5d62c4aea36d60e6b80a61,hillcrest church,,,ae4ec210a4d9d0c9f0228802c6855bda,"1504 larrabee ave, bellingham",,48.71824,-122.49812,1504 larrabee ave,,bellingham,wa,98225,120,1.0
207,16a0f21343ad558c4fc1286350372a7a,northwest regional council,"you must be enrolled in apple health (medicaid) in san juan, skagit, island, or whatcom county, and your transportation needs must be for a medical appointment such as: dialysis, ob, medical, dental, scheduled covid-19 vaccines appointments, etc.pease call at least at least 7-14 days before of your appointment. if you request transportation less than 2 business days before your appointment, they may not be able to schedule transportation for you.trips are paid by clients medicaid coverage.the most common types of transportation available include:- bus tickets and passes- gas vouchers- intercity buses (such as greyhound)- wheelchair van/cabulance- ferry tickets- air water taxi- taxi- uber",,9bf109e1c6a9a3daa52fb9c84fc0e031,"600 lakeway dr suite 100, bellingham",,48.744602,-122.46728,"600 lakeway dr,suite 100",,bellingham,wa,98225,121,1.0
208,e98be01658651e72b2f6fd350b02c260,rebound families (whatcom county),,,90dadb9b59442a0e8445ced024f2be72,"316 e mcleod rd suite 102, bellingham",,48.782993,-122.4822,"316 e mcleod rd,suite 102",,bellingham,wa,98226,122,1.0
209,da4b1575085611dbb43f5f5cf0d9acd4,point roberts food bank,,,230cf4116aa665912c053479f8a582c4,"1480 gulf rd, point roberts",,48.98497,-123.074265,1480 gulf rd,,point roberts,wa,98281,123,1.0
210,6c5a4b13e350bd63f8d23f16c728e30b,bellingham public library,,,ee797baa5aa6ddaebbb3c43ff584cb7d,"210 central ave, bellingham",,48.754234,-122.478806,210 central ave,,bellingham,wa,98227,23,0.5000191533260377
211,6a0cf0e13d35e17d093777d4cccffa22,ferndale community service cooperative - resource center,,,cb48a2a6cedc3a4d9cb4c044caa76dec,"5694 2nd ave., ferndale",,48.84713,-122.59036,5694 2nd ave,,ferndale,wa,98248,12,0.5000098050602048
212,ca431197bedafd2b96446b467878c3eb,satellite food bank at alderwood elementary,,,ea68ab74450c41daf79784c4d2c10fd0,"3400 hollywood ave, bellingham",,48.778625,-122.527,3400 hollywood ave,,bellingham,wa,98225,124,1.0
213,5dba160e7ff462a7034dc955b8ebeca8,bellingham technical college,,,6e946b53524e80a188b683b9471550f6,"3028 lindbergh ave, bellingham",,48.765873,-122.512436,3028 lindbergh ave,,bellingham,wa,98225,1,0.5000026822090149
214,60420fd6e4ca6cf9db3aa32f63b225be,st. paul episcopal church - alms ministry,,,80a7a6ae2433b309ce364bae6e58ff6f,"2117 walnut st, bellingham",,48.758587,-122.49222,2117 walnut st,,bellingham,wa,98225,45,0.5000196103126955
215,e080f22de377af507ee206701ed3f443,hope house,,,1b262ab75d44be6515e3fdee0fc54bb9,"207 kentucky st, bellingham",,48.757965,-122.47301,207 kentucky st,,bellingham,wa,98226,20,0.5000026822090149
216,6e7d046ba27a1cd26544fbe12e765f7b,lummi tribal health center,,https://www.lummi-nsn.gov/website.phppageid433,00dfa5d839e42dfdd3f3123130311ba5,"2592 kwina rd, bellingham",,48.794563,-122.62138,2592 kwina rd,,bellingham,wa,98226,26,0.500010967374922
217,0edc748e4d5c4656412651f85be12261,down syndrome outreach of whatcom county,,,f125d44836c6943ce81365c2204cf6cf,"2602 mcleod rd, bellingham",,48.782776,-122.49186,2602 mcleod rd,,bellingham,wa,98225,39,0.500019893445943
218,b629027f1540a9d58770192aad614253,ferndale food bank,,,9ddc46cd22e8cc188a4054107b19ab97,"1671 main st, ferndale",,48.846813,-122.57168,1671 main st,,ferndale,wa,98248,29,0.5000115038287798
219,5770e658e8afc2c6587b0614feba94f6,nooksack medical clinic (everson),,,446546110ff4dc96192dadb094c21370,"2510 sulwhanon dr, everson",,48.88575,-122.35167,2510 sulwhanon dr,,everson,wa,98247,17,0.5000222032231619
220,2469155057483da8e9ec78d85f145bc7,bellingham food bank,,https://www.bellinghamfoodbank.org/,be32c4e12aadc05025b73769f8d09e7c,"1824 ellis st, bellingham",,48.754753,-122.47175,1824 ellis st,,bellingham,wa,98225,22,0.5000152292186693
221,c6c2d75808afed7702b708516be39d90,sendan center,,,3c9f989956df90cb4b680bca068174bf,"sendan center is moving our new address: 4201 meridian st. suite 113 bellingham, bellingham",,48.79422,-122.48761,"4201 meridian st,suite",,bellingham,wa,98226,10,0.5000203752695573
222,0fbd63f7f747e32548ed56881dc4eeaa,opportunity council (whatcom san juan),,https://www.oppco.org/,5505e59ed0f2d640f32b1ea59028671c,"community resource center, bellingham",,48.748093,-122.482315,"1111 cornwall ave,suite c",,bellingham,wa,98225,125,1.0
223,432e53946bd6505d7ca4ea3330dd78b8,sacred heart church / st vincent de paul (bellingham),,,1d286b73af0413d9a7f3b0d558982e90,"1110 14th st, bellingham",,48.72215,-122.50014,1110 14th st,,bellingham,wa,98225,4,0.500021696561439
224,b3893c5fa0ee6fcf3b26c45edeb9162e,salvation army (bellingham),,,d977b6b66e4909ab9e1af6bce7cbc7c8,"2912 northwest ave, bellingham",,48.7691,-122.490555,2912 northwest ave,,bellingham,wa,98225,35,0.5000076293945312
225,fa6a6a82600244366a94bea9f43b53aa,arc of whatcom county,,,5b713de84fbdf3c515c04a4edeb5beb4,"dan godwin community center, bellingham",,48.782776,-122.49186,2602 mcleod rd,,bellingham,wa,98225,39,0.5000167342840569
226,36bdb16d1145d23f9c86ceff4dfe6cac,catholic community services (whatcom county),,,fbff5e1858a2a4d10c6dcc064e1e0129,"whatcom county family center, bellingham",,48.7481,-122.480255,"1133 railroad ave, 100",,bellingham,wa,98225,126,1.0
227,3511fe1126606cace190fffd7e4ec6a4,compass health (bellingham - mcleod rd),,,c132549e088e48ed5368b86f4e145188,"3645 e mcleod rd, bellingham",,48.782646,-122.42799,3645 e mcleod rd,,bellingham,wa,98226,27,0.5000195209022296
228,5faee63e971e46f0aaac8ff552478e82,sea mar community health center (everson),,https://www.seamar.org/whatcom-medical-everson.html,ddf94efa992a15dfd4af35d2e8bba284,"6884 hannegan rd, everson",,48.89156,-122.442184,6884 hannegan road,,everson,wa,98247,42,0.5000027418136597
229,e80cf750b0ecddaa32a95d79699a00fa,sea mar community health center (downtown bellingham wic),,,47e228ebfd5ebe75ca032e0111ca219b,"1764 iowa st, bellingham",,48.75623,-122.45154,1764 iowa st,,bellingham,wa,98229,38,0.5000123780511145
230,8c9921996e2881a406978c8e417eefc0,sea mar community health center (ferndale),,,e4a8b5d4227d38d881c367b1b6d84e88,"6046 portal way, unit 201, building 101, ferndale",,48.86074,-122.58372,"6046 portal way,unit, 201, building 101",,ferndale,wa,98248,127,1.0
231,85d66641ca58ee25b2faa7bb583f1ebe,sea mar community health center (bellingham),,https://www.seamar.org/whatcom-medical-bellingham.html,6bd956cc4b7cf146cf88e6db8db0f1ae,"4455 cordata pkwy, bellingham",,48.8017,-122.49683,4455 cordata pkwy,,bellingham,wa,98226,28,0.5000120104801739
232,510d5f03f03e833dd9aa320102055d82,sea mar community health center (bellingham behavioral),offers comprehensive case management and behavioral health services for adults and children.,https://www.seamar.org/whatcom-bh-bellingham.html,5dafdf7b40b8bf8516eb10024dda7b77,"3350 airport dr, bellingham",,48.786324,-122.522766,3350 airport drive,,bellingham,wa,98226,41,0.5000064075403698
233,b990775e7f624e99dda890d9fda09525,early intervention services (whatcom county),,,1a0cf192902c333d9192f070717da888,"opportunity council, early learning family services, bellingham",,48.748093,-122.482315,"1111 cornwall ave,ste 200",,bellingham,wa,98225,49,0.5000283718109131
234,f520987d628b5b703c5d238ee8d4f15d,parent to parent (whatcom),,,f2d7275405746b9b99c4e5e6827eb299,"2602 mcleod rd, bellingham",,48.782776,-122.49186,2602 mcleod rd,,bellingham,wa,98225,39,0.5000253773215215
235,af1752cf7b92d7cacd7faab7df2c1bc9,whatcom center for early learning (lynden),,,0a46eed861c9c6d2f985843eededaa6a,"main city church, lyden",,48.946804,-122.48245,1986 main st,,lyden,wa,98264,29,0.5000203554005331
236,2fcde9c701f8765b19e4089dcb572b68,whatcom center for early learning (ferndale),,,36552adaba3999ba8b1df5aede16c46f,"205 cherry st, ferndale",,48.84443,-122.59346,"205 cherry st,5534 2nd ave",,ferndale,wa,98248,128,1.0
237,f9b05f5ffdafa54dcc3c31544a4d8084,planned parenthood (bellingham),,https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,6f9dddbe45844bccecc9ac6beea4a153,"1530 ellis street, bellingham",,48.75044,-122.47126,1530 ellis st,,bellingham,wa,98225,22,0.500016769054598
238,08a6c1f1556e5d00fc5934bfe4130ac6,food lifeline mobile food program in maple falls,,,899e1123df7760b4c8e9d6ce5683752c,"8251 kendall rd, maple falls",,48.940117,-122.15182,8251 kendall rd,,maple falls,wa,98266,47,0.5000207875519878
239,857aff3b802d1a32542201ea1caf7fc6,"hearing, speech and deaf center (bellingham)",,,895c99db79fc2cb3d60c7867d62a1722,"bellingham crown plaza, bellingham",,48.751495,-122.47804,"114 w magnolia st,suite 106",,bellingham,wa,98225,129,1.0
240,e8510810b73c2d9b2c860cef98b8150e,brigid collins family support center (bellingham),,,868685218f47fff62ee751762d6a55dd,"1231 n garden st 200, bellingham",,48.747147,-122.47559,"1231 n garden st,200",,bellingham,wa,98225,16,0.5000020265579224
241,7f3285ced98850442a8a75b671c226b4,unity care nw (point roberts clinic),,,b6247bb362b4992ad2432bb5cef798da,"2030 benson rd, point roberts",,48.988823,-123.04401,2030 benson rd,,point roberts,wa,98281,130,1.0
242,e27415d3cba7068ca10efddaee43f19b,unity care nw (ferndale health center),,,4801e47e89ef3e76ac28d8b17d4ccf38,"6060 portal way, ferndale",,48.861275,-122.58321,6060 portal way,,ferndale,wa,98248,43,0.5000196699196816
243,0529e6c939d431e5b4303fcfcce04acd,"unity care nw (bellingham, cornwall ave)",,,5d8c1c69d4a783a0d882947c4eb8c13d,"1616 cornwall ave. ste. 205, bellingham",,48.75362,-122.47465,"1616 cornwall ave,ste. 205",,bellingham,wa,98225,49,0.5000283718109131
244,6819cb694da378c6203de37176a986c2,unity care nw (bellingham health center),,,40dd55a128da074eb2ce573b0786c325,"220 unity st, bellingham",,48.753635,-122.47612,220 unity st,,bellingham,wa,98225,7,0.5000187460121948
245,5de0d3df661d6a3b71ebd00c597a02c0,assessment and treatment associates (bellingham),,https://www.assesstreat.com/bellingham/,4bcadfc9a23d25757a396462cf4e115b,"1752 iowa street, bellingham",,48.75623,-122.45155,1752 iowa st,,bellingham,wa,98229,38,0.5000194513607672
246,df777b310d1d2e98dac339610225e121,belair clinic,,https://www.belairclinic.com,351fc4a2c3c574a0052f275d9538ff72,"1130 north state street, bellingham",,48.746574,-122.47918,1130 n state st,,bellingham,wa,98225,6,0.5000204895164618
247,153d5b0e27aac9dce9c5bb0780140539,bridges treatment and recovery (bellingham),,https://www.bridgestreatment.com,6f8fb2bc827f40c58d4af182a0673d0d,"1221 fraser street, bellingham",,48.752213,-122.458694,"1221 fraser st,suite e-1",,bellingham,wa,98229,131,1.0
248,c37caada0542c22e1c2251a4e87a82a7,bridges treatment and recovery (ferndale),,https://www.bridgestreatment.com,d5efd61f3ff754bfb271ef5df9d8d035,"6044 portal way, ferndale",,48.86074,-122.58407,"6044 portal way,103",,ferndale,wa,98248,43,0.5000247762778756
249,82a20fa5edd54a7ae2447e4fcb219828,lake whatcom residential treatment center,,https://lwrtc.org/services/medical-services/,15af830a534f384b2e3604b4ae82a0f4,"3600 meridian st, bellingham",,48.779087,-122.4857,3600 meridian st,,bellingham,wa,98225,19,0.5000155570543083
250,b2deadfeed40efe829bcd1a0bff93f12,lummi care,,https://www.lummi-nsn.gov/website.phppageid671,0c47767855354d43ed2809cca939bdff,"2694 kwina road, bellingham",,48.795227,-122.62456,2694 kwina rd,,bellingham,wa,98226,26,0.5000094891494922
251,09f52f8f4172b0876578c593ec08ca00,nooksack tribe (genesis ii),,https://nooksacktribe.org/departments/health/alcohol-chemical-dependency/,b7d77ac93548be306d815f1eb05b5b46,"2505 sulwhanon drive, everson",,48.885113,-122.347946,"2505 sulwhanon drive,modular building a",,everson,wa,98247,132,1.0
