name,desc,url,address_1,address_2,city,state,postal,country,type_row,region,duplicate_id,duplicate_type,training_set_num
depressive ad bipolar support alliance whatcom county,"peer-directed national organization focusing on the two most prevalent mental health conditions, depression and bipolar disorder.  provides hope, help, support, and education to improve the lives of people who have mood disorders.",http://www.dbsalliance.com,po box 4124,,bellingham,wa,98227,us,mailing,whatom,365,mangled_name|mangled_url|mangled_region,1
bellingham parks and recreation division,the parks and recreation department supports a healthy community by providing high quality parks and recreation services.,https://cob.org/services/recreation,210 lottie street,,bellingham,wa,98225,us,mailing,whatcom,,,1
bellingham park and recreation division,the parks and recreation department supports a healthy community by providing high quality parks and recreation services.,http://cob.org/services/recreation,,,bellingham,wa,98225,us,mailing,whatcom,367,mangled_name|mangled_address_1|mangled_url,1
mount baker school district,public school district.,http://www.mtbaker.wednet.edu,po box 95,,deming,wa,98244,us,mailing,whatcom,,,1
mounqbaker school district,public school district.,http://www.mtbaker.wednet.edu,po box 95,,deming,wa,98244,us,mailing,whatcom,369,mangled_name,1
bellingham technical college,"bellingham technical college provides student-centered, high-quality professional technical education for today’s needs and tomorrow’s opportunities.",https://www.btc.edu,3028 lindbergh ave,,bellingham,wa,98225,us,mailing,whatcom,,,1
bellingham technicxl cllege,"bellingham technical college provides student-centered, high-quality professional technical education for today’s needs and tomorrow’s opportunities.",httpss//btc.edu/,,,bellingham,wa,98225,us,mailing,whatcom,371,mangled_name|mangled_address_1|mangled_url,1
bellingham school district,public school district.,http://bellinghamschools.org,1306 dupont st,,bellingham,wa,98225,us,mailing,whatcom,,,1
bellingham schsol district,public school district.,http://bellinghamschools.org/,1306 dupont st,,bellingham,wa,98225,us,mailing,whatcom,373,mangled_name|mangled_url,1
nooksack valley school district,public school district.,https://www.nv.k12.wa.us,,,,,,us,mailing,whatcom,,,1
ooksack valley school district,public school district.,https://nv.k12.wa.us,,,,,,us,mailing,whatcom,375,mangled_name|mangled_url,1
western washington university,pubic university.,http://www.wwu.edu,,,,,,us,mailing,whatcom,,,1
western washington univrsity,pubic university.,http://vww.wwu.edu,,,,,,us,mailing,whatcom,377,mangled_name|mangled_address_1|mangled_url,1
western washington university,pubic university.,http://www.wwu.edu,,,bellingham,wa,98225,us,mailing,whatcom,,,1
western washingto university,pubic university.,http:/kwww.wwu.edu,,,bellingham,wa,98225,us,mailing,whafcom,379,mangled_name|mangled_url|mangled_region,1
western washington university,pubic university.,http://www.wwu.edu,516 high street,old main 265 ms 9006,bellingham,wa,98225,us,mailing,whatcom,,,1
western washington univxrsity,pubic university.,uttp://wwu.edu,516 high street,old main 265 ms 9006,bellingham,wa,98225,us,mailing,whakcom,381,mangled_name|mangled_url|mangled_region,1
western washington university,pubic university.,http://www.wwu.edu,516 high street,ai 256 ms 9171,bellingham,wa,98225,us,mailing,whatcom,,,1
western dashington univeity,pubic university.,http://wwu.edu/,516 high str,ai 256 ms 9171,bellingham,wa,98225,us,mailing,whatcom,383,mangled_name|mangled_address_1|mangled_url,1
western washington university,pubic university.,http://www.wwu.edu,,,,,,us,mailing,whatcom,,,1
western wasingtonuniuersity,pubic university.,http://www.wwu.edu,,,,,,us,mailing,whatcom,385,mangled_name,1
western washington university,pubic university.,http://www.wwu.edu,career services center,wwu 516 high st,bellingham,wa,98225,us,mailing,whatcom,,,1
westernwashington university,pubic university.,http://www.wwu.edu/,,wwu 516 high st,bellingham,wa,98225,us,mailing,whatcom,387,mangled_name|mangled_address_1|mangled_url,1
western washington university,pubic university.,http://www.wwu.edu,,,,,,us,mailing,,,,1
western wasbington university,pubic university.,www.wwu.edu,,,,,,us,mailing,,389,mangled_name|mangled_url,1
ferndale school district,public school district.,http://www.ferndalesd.org,po box 698,,ferndale,wa,98248,us,mailing,whatcom,,,1
ferndale school distrit,public school district.,http://www.ferndalesd.com,po box 698,,ferndale,wa,98248,us,mailing,whatcom,391,mangled_name|mangled_url,1
point roberts food bank,the point roberts food bank provides food for those individuals at or below the poverty level as well as low income individuals.,http://www.harmonywebdesigns.com/pointrobertschurch/announcements.htm,323 evergreen way,,point roberts,wa,98281,us,mailing,whatcom,,,1
point roberts food ank,the point roberts food bank provides food for those individuals at or below the poverty level as well as low income individuals.,bttp://harmonywebdesigns.com/pointrobertschurch/announcements.htm,323 evergreen way,,point roberts,wa,98281,us,mailing,whatcom,393,mangled_name|mangled_url,1
river of life community church,river of life community church has an outward focus. from helping feed and clothe our neighbors; outreaches focused on kids; reaching our hispanic neighbors through our maple falls church.,,po box 124,,acme,wa,98220,us,mailing,whatcom,,,1
saint vincent de paul - sacred heart church,a faith based organization that offers assistance to people in need.,https://www.shbham.org,1110 14th st,,bellingham,wa,98225,us,mailing,whatcom,,,1
saint vvncet de paul - sacred heartchurch,a faith based organization that offers assistance to people in need.,http://www.shbhdm.org/,,,bellingham,wa,98225,us,mailing,whatcom,396,mangled_name|mangled_address_1|mangled_url,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,po box 1067,,blaine,wa,98231,us,mailing,whatcom,,,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org/,,,blaine,wa,98231,us,mailing,whatcom,398,mangled_address_1|mangled_url,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,po box 1067,,blaine,wa,98231,us,mailing,whatcom,,,1
communt assistance rogram,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org/,po box 1067,,blaine,wa,98231,us,mailing,whatcom,400,mangled_name|mangled_url,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,po box 1067,,blaine,wa,98231,us,mailing,whatcom,,,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.com,po box 1067,,blaine,wa,98231,us,mailing,whatcom,402,mangled_url,1
whatcom hospice,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",http://whatcomhospice.org,2800 douglas avenue,,bellingham,wa,98225,us,mailing,whatcom,,,1
whatcom hospice,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",whatcomhospice.org,2800 douglas ave,,bellingham,wa,98225,us,mailing,whatcom,404,mangled_address_1|mangled_url,1
whatcom hospice,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",http://whatcomhospice.org,2901 squalicum parkway,,bellingham,wa,98225,us,mailing,whatcom,,,1
blaine community/senior center,senior center.,https://www.blaineseniorcenter.org,763 g st,,blaine,wa,98230,us,mailing,whatcom,,,1
blaine communety/snior center,senior center.,httpo//www.blaineseniorcenter.com/,763 g street,,blaine,wa,98230,us,mailing,whatcom,407,mangled_name|mangled_address_1|mangled_url,1
whatcom county parks and recreation department,"the goal of the parks and recreation department is to enrich the quality of life for the community and preserve the natural and cultural heritage of the county through provision of outstanding parks and trails, open space and natural areas, as well as recreational activities and senior services.",http://www.co.whatcom.wa.us/1787/parks-recreation,3373 mt baker hwy,,bellingham,wa,98226,us,mailing,whatcom,,,1
whatcoe county parks and rncreation department,"the goal of the parks and recreation department is to enrich the quality of life for the community and preserve the natural and cultural heritage of the county through provision of outstanding parks and trails, open space and natural areas, as well as recreational activities and senior services.",http://www.co.wiatcom.wa.us/1787/parks-recreation,3373 mt baker hywy,,bellingham,wa,98226,us,mailing,whatcol,409,mangled_name|mangled_address_1|mangled_url|mangled_region,1
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,,,,,,us,mailing,whatcom,,,1
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://whatcomcmunty.us/360/health-deparfment,,,,,,us,mailing,whatcom,411,mangled_url,1
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,,,,,,us,mailing,whatcom,,,1
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http:n/www.whatcomcounty.us/360/health-department,,,,,,us,mailing,whatcom,413,mangled_address_1|mangled_url,1
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,,,,,,,mailing,,,,1
bellingham & whatcom county housing authorities,the housing authority of the city of bellingham is a local government agency that serves thousands of residents in whatcom county. the bellingham housing authority and the whatcom county housing authority work together to provide needed housing in our community.,http://www.bellinghamhousing.org,208 unity st,,bellingham,wa,98225,us,mailing,whatcom,,,1
belldnghamf& whatcom county housing authorities,the housing authority of the city of bellingham is a local government agency that serves thousands of residents in whatcom county. the bellingham housing authority and the whatcom county housing authority work together to provide needed housing in our community.,http://www.bellinghamhoussng.org,208 unity st,,bellingham,wa,98225,us,mailing,wtcom,416,mangled_name|mangled_url|mangled_region,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 501,bellingham,wa,98225,us,mailing,whatcom,,,1
whatcom cont courts,civil and criminal courts.,http://www.courts.wa.gov/cuurt_dir/orgc/296.html/,311 grand avenue,suite 501,bellingham,wa,98225,s,mailing,whatcom,418,mangled_name|mangled_url|mangled_country,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,1020 n state st,,bellingham,wa,98225,us,mailing,whatcom,,,1
whatcom county zourts,civil and criminal courts.,http://courts.wa.gov/court_dir/orgs/296.html,1020 n state street,,bellingham,wa,98225,us,mailing,whatcom,420,mangled_name|mangled_address_1|mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 301,bellingham,wa,98225,us,mailing,whatcom,,,1
whatcom county courts,civil and criminal courts.,http://courts.wa.gov/court_dis/orgs/296.html/,,suite 301,bellingham,wa,98225,us,mailing,whtcom,422,mangled_address_1|mangled_url|mangled_region,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 401,bellingham,wa,98225,us,mailing,whatcom,,,1
whatcom county court,civil and criminal courts.,http://courts.wa.us/courtndir/orgs/296.html,,suite 401,bellingham,wa,98225,us,mailing,whatcom,424,mangled_name|mangled_address_1|mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,municipal court bldg,2014 c st,bellingham,wa,98225,us,mailing,whatcom,,,1
whacom countyrcourt,civil and criminal courts.,httr://www.wourts.wa.com/court_dir/orgs/296.ftml/,municipal court bldg,2014 c st,bellingham,wa,98225,us,mailing,whatcom,426,mangled_name|mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,435 martin st,suite 4000,blaine,wa,,us,mailing,whatcom,,,1
whatcom county cours,civil and criminal courts.,htta://www.courts.wa.gok/court_die/orgs/296.htmlh,435 martin st,suite 4000,blaine,wa,,us,mailing,whatcom,428,mangled_name|mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,po box 315,,everson,wa,98247,us,mailing,whatcom,,,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.com/court_dir/orgs/296nhtml/,po box 315,,everson,wa,98247,us,mailing,whatcom,430,mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,po box 2914,,ferndale,wa,98248,us,mailing,whatcom,,,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,300 4th street,,lynden,wa,98264,us,mailing,whatcom,,,1
whatcom county courts,civil and criminal courts.,http://courts.wa.gov/cgurt_dir/orgs/296.html/,300 4th street,,lynden,wa,98264,us,mailing,whatcom,433,mangled_url,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,po box 9,,sumas,wa,98295,us,mailing,whatcom,,,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html/,po box 9,,sumas,wa,98295,us,mailing,whatcom,435,mangled_url,1
whatcom county sheriff's office,law enforcement agency.,http://www.co.whatcom.wa.us/sheriff/,311 grand ave,,bellingham,wa,98225,us,mailing,whatcom,,,1
whatcom county sheriff's office,law enforcement agency.,http://www.co.whatcom.wa.us/sheriff/,311 grand ave,,bellingham,wa,98225,,mailing,whatcom,437,mangled_country,1
lydia place,the mission of lydia place is to disrupt the cycle of homelessness and promote sustained independence for current and future generations.,http://www.lydiaplace.org,po box 28487,,bellingham,wa,98228,us,mailing,whatcom,,,1
lydialace,the mission of lydia place is to disrupt the cycle of homelessness and promote sustained independence for current and future generations.,http://dww.lydiaplacexorg,po box 28487,,bellingham,wa,98228,us,mailing,whatcom,439,mangled_name|mangled_url,1
vietnam veterans of america #165,services for veterans of vietnam and the vietnam-era and their families.,http://www.vva165.org,po box 29885,,bellingham,wa,98228,us,mailing,whatcom,,,1
vietnam veterans of america #15,services for veterans of vietnam and the vietnam-era and their families.,http://www.vva165.org/,,,bellingham,wa,98228,us,mailing,whatcom,441,mangled_name|mangled_address_1|mangled_url,1
blaine food bank,community food bank that offers food to anyone in need.,https://www.blainefoodbank.org,po box 472,,blaine,wa,98231,us,mailing,whatcom,,,1
blaine food bank,community food bank that offers food to anyone in need.,http://blainefoodbank.org/,po box 472,,blaine,wa,98231,us,mailing,whatcom,443,mangled_url,1
brigid collins family support center,"works to end child abuse in both whatcom and skagit counties. connects with local law enforcement jurisdictions, prosecuting attorneys, medical providers, child protection workers and therapists from both counties.",http://www.brigidcollins.org,1231 n garden st suite 200,,bellingham,wa,98225,us,mailing,whatcom,,,1
brigid collins family support ceyter,"works to end child abuse in both whatcom and skagit counties. connects with local law enforcement jurisdictions, prosecuting attorneys, medical providers, child protection workers and therapists from both counties.",http://www.brigidcollins.org,,,bellingham,wa,98225,us,mailing,whatcom,445,mangled_name|mangled_address_1,1
whatcom humane society,"advocate for animals by educating the community to promote humane treatment and respect for animals and provide for abandoned, injured, abused or neglected animals.",http://www.whatcomhumane.org,2172 division street,,bellingham,wa,98226,us,mailing,whatcom,,,1
whatcom humane pociety,"advocate for animals by educating the community to promote humane treatment and respect for animals and provide for abandoned, injured, abused or neglected animals.",http://www.whatcomhumane.org,2172 division street,,bellingham,wa,98226,us,mailing,whatcom,447,mangled_name,1
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org,910 14th street,,bellingham,wa,98225,us,mailing,whatcom,,,1
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org/,910 14th street,,bellingham,wa,98225,us,mailing,whatcom,449,mangled_url,1
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org,,,,,,us,mailing,whatcom,,,1
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org/,,,,,,us,mailing,whatcom,451,mangled_address_1|mangled_url,1
northwest braille services,a non-profit agency providing braille services.,,po box 234,,ferndale,wa,98248,us,mailing,whatcom,,,1
northwest braille services,a non-profit agency providing braille services.,,,,ferndale,wa,98248,us,mailing,whattom,453,mangled_address_1|mangled_region,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,,,1
bzys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org/,,,,,,us,mailing,whatcom,455,mangled_name|mangled_url,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,,,1
blys and girls clubs of whatcym county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.com,,,,,,us,mailing,whatcom,457,mangled_name|mangled_address_1|mangled_url,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,,,1
boyskand girls clubs of whatcom couwty,provides affordable after school youth services in whatcom county.,http://whatcomclubs.org/,,,,,,us,mailing,whatcom,459,mangled_name|mangled_url,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,,,1
zoys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,461,mangled_name,1
we care of whatcom county,"provides inexpensive clothing, furniture and housewares to residents of whatcom county.",,po box 28194,,bellingham,wa,98228,us,mailing,whatcom,,,1
we care of whaucom county,"provides inexpensive clothing, furniture and housewares to residents of whatcom county.",,po box 28194,,bellingham,wa,98228,us,mailing,whmcom,463,mangled_name|mangled_region,1
hope house,"hope house is a multi-service center and collaborative effort between multiple non-profit agencies to provide clothing, housewares, emergency food,  hygiene, personal care, diapers, school supplies, flashlights, soaps and supplies for those in need.",https://www.assumption.org/hope-house.html,1133 railroad avenue,#100,bellingham,wa,98225,us,mailing,whatcom,,,1
hope house,"hope house is a multi-service center and collaborative effort between multiple non-profit agencies to provide clothing, housewares, emergency food,  hygiene, personal care, diapers, school supplies, flashlights, soaps and supplies for those in need.",http://www.assumptien.org/hzpe-house.html/,1133 railroad ave,#100,bellingham,wa,98225,ls,mailing,whutcom,465,mangled_address_1|mangled_url|mangled_region|mangled_country,1
whatcom county pregnancy clinic,"provides services for educating, equipping, and empowering individuals and families facing an unplanned pregnancy by offering a compassionate and confidential environment for patients to be heard and to receive accurate information and medical care.",http://www.whatcomclinic.com,po box 1663,,bellingham,wa,98227,us,mailing,whatcom,,,1
whatcom county pregnancy clinic,"provides services for educating, equipping, and empowering individuals and families facing an unplanned pregnancy by offering a compassionate and confidential environment for patients to be heard and to receive accurate information and medical care.",http://www.whatcomclznic.com,po box 1663,,bellingham,wa,98227,us,mailing,whatcom,467,mangled_url,1
new way ministries,"a non-profit faith based organization that provides transitional housing for women and their children.  a program designed to assist families in crisis by providing stable housing, dependable income and resources for help and encouragement.",http://www.christianhopeassociation.org,205 south bc avenue,suite 105,lynden,wa,98264,us,mailing,whatcom,,,1
catholic community services of western washington in whatcom county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org,1133 railroad ave no  100,,bellingham,wa,98225,us,mailing,whatcom,,,1
camvolic communnty services of western washington in whatcm county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://bww.ccsww.org/,,,bellingham,wa,98225,us,mailing,whatgom,470,mangled_name|mangled_address_1|mangled_url|mangled_region,1
catholic community services of western washington in whatcom county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org,515 lakeway ave,,bellingham,wa,98225,us,mailing,whatcom,,,1
,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org/,515 lakeway ave,,bellingham,wa,98225,us,mailing,whatcom,472,mangled_name|mangled_url,1
pflag whatcom,"a volunteer group providing support, education and advocacy for lgbtq+ people, their family and friends.",http://www.whatcompflag.org,po box 28704,,bellingham,wa,98228,us,mailing,whatcom,,,1
"work opportunities, inc.","an agency which provides vocational rehabilitation and employment services to persons with mental, physical, emotional and sensory disabilities, so they might obtain the training and employment experiences they need to achieve economic self-sufficiency.  www.workopportunities.org",http://www.workopportunities.org,,,,,,us,mailing,whatcom,,,1
"work opportunities, inc.","an agency which provides vocational rehabilitation and employment services to persons with mental, physical, emotional and sensory disabilities, so they might obtain the training and employment experiences they need to achieve economic self-sufficiency.  www.workopportunities.org",http://www.workopportunities.org/,,,,,,us,mailing,whatcom,475,mangled_url,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,1824 ellis st,,bellingham,wa,98225,us,mailing,whatcom,,,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.orgd,1824 ellis st,,bellingham,wa,98225,us,mailing,whatcom,477,mangled_url,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,,mailing,,,,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org/,,,,,,,mailing,,479,mangled_url,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,us,mailing,,,,1
ellicgham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",fttp://bellinghamfoodbank.org,,,,,,us,mailing,,481,mangled_name|mangled_url,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,us,mailing,,,,1
bellinghamfood bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",bellinghamfoodbank.com,,,,,,us,mailing,,483,mangled_name|mangled_url|mangled_region,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,us,mailing,,,,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://wellinghamfoodbank.org/,,,,,,us,mailing,,485,mangled_url,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,cs 9710,,bellingham,wa,98227,us,mailing,whatcom,,,1
bellingham public lirary,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",htjp://bellinghampubliclibrzry.com,cs 9710,,bellingham,wa,98227,s,mailing,bhatcom,487,mangled_name|mangled_url|mangled_region|mangled_country,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,,,,,,us,mailing,whatcom,,,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http:c/www.bellinghampubliclibrary.org/,,,,,,us,mailing,whatcom,489,mangled_url,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,,,,,,us,mailing,whatcom,,,1
bellrngham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.com/,,,,,,us,mailing,whatcom,491,mangled_name|mangled_url,1
blue skies for children,"blue skies for children is a 501(c)3 organization located in whatcom county that grants little wishes for homeless, low-income and foster youth, ages 6-18.",http://www.blueskiesforchildren.org,2505 cedarwood ave suite 5,,bellingham,wa,98225,us,mailing,whatcom,,,1
blue skies fr children,"blue skies for children is a 501(c)3 organization located in whatcom county that grants little wishes for homeless, low-income and foster youth, ages 6-18.",http://www.blueskiesforchfldren.org/,,,bellingham,wa,98225,us,mailing,whatcom,493,mangled_name|mangled_address_1|mangled_url,1
camp fire samish,"camp fire’s all-inclusive programs provide a nurturing, constructive and fun environments for young people to discover their sparks - unique skills, passions, and interests through club programs, self-reliance classes, community service, and camp experiences.",http://www.campfiresamishcouncil.org,,,,,,us,mailing,whatcom,,,1
laurel church,provides basic needs to those in the community.,http://www.laurelchurch.us,,,,,,us,mailing,whatcom,,,1
laurel church,provides basic needs to those in the community.,http://lnurelchurch.us,,,,,,us,mailing,,496,mangled_url|mangled_region,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,,,,,,us,mailing,whatcom,,,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://wwwalummi-nsn.com/,,,,,,us,mailing,whatcom,498,mangled_url,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,,,,,,us,mailing,whatcom,,,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",http://www.lhmmi-nsn.gol,,,,,,us,mailing,whatcom,500,mangled_url,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,,,,,,us,mailing,whatcom,,,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://lummi-nsnwgov,,,,,,us,mailing,wvatcom,502,mangled_url|mangled_region,1
bloodworks northwest,collects blood from volunteer donors to support the needs and provide specialized health services to patients in western washington. mobile blood donor units are available for blood drives at organizations and businesses. seattle location coordinates a hemophilia summer camp for families.,http://www.bloodworksnw.org,410 w bakerview rd,suite 117,bellingham,wa,98226,us,mailing,whatcom,,,1
,collects blood from volunteer donors to support the needs and provide specialized health services to patients in western washington. mobile blood donor units are available for blood drives at organizations and businesses. seattle location coordinates a hemophilia summer camp for families.,http://www.bloodworksnw.com,410 w bakerview road,suite 117,bellingham,wa,98226,us,mailing,whatcom,504,mangled_name|mangled_address_1|mangled_url,1
compass health - whatcom county,"community-based healthcare agency that behavioral health and medical care services to support clients and communities. addresses complex healthcare needs in partnership with first responders and other community organizations, and form a key section of the community safety net. provides comprehensive mental health treatment, supportive housing, children’s services, community education and much more.",https://www.compasshealth.org,,,,,,us,mailing,whatcom,,,1
compass health - whatcom county,"community-based healthcare agency that behavioral health and medical care services to support clients and communities. addresses complex healthcare needs in partnership with first responders and other community organizations, and form a key section of the community safety net. provides comprehensive mental health treatment, supportive housing, children’s services, community education and much more.",https://www.compasshealth.org,,,,,,us,mailing,hatcom,506,mangled_region,1
