point roberts food bank,the point roberts food bank provides food for those individuals at or below the poverty level as well as low income individuals.,http://www.harmonywebdesigns.com/pointrobertschurch/announcements.htm,323 evergreen way,,point roberts,wa,98281,us,mailing,whatcom,674a297c-c99c-4091-991a-1160806f08a8,street_dup,1
river of life community church,river of life community church has an outward focus. from helping feed and clothe our neighbors; outreaches focused on kids; reaching our hispanic neighbors through our maple falls church.,,po box 124,,acme,wa,98220,us,mailing,whatcom,,,0
river of life community church,river of life community church has an outward focus. from helping feed and clothe our neighbors; outreaches focused on kids; reaching our hispanic neighbors through our maple falls church.,,po box 124,,acme,wa,98220,us,mailing,whatcom,3eb4a3f2-d3c5-4cc8-a7c2-f1c7fd88ee47,street_dup,1
saint vincent de paul - sacred heart church,a faith based organization that offers assistance to people in need.,https://www.shbham.org,1110 14th st,,bellingham,wa,98225,us,mailing,whatcom,,,0
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,po box 1067,,blaine,wa,98231,us,mailing,whatcom,,,0
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,po box 1067,,blaine,wa,98231,us,mailing,whatcom,e7bc7a11-2fc7-4607-885c-1eb14f61c6b5,street_dup,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,po box 1067,,blaine,wa,98231,us,mailing,whatcom,,,0
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,po box 1067,,blaine,wa,98231,us,mailing,whatcom,90c75306-2509-45b5-85ec-f46792e382a7,street_dup,1
community assistance program,"provides community-based social services to residents of blaine, birch bay, custer, and point roberts.",http://blainecap.org,po box 1067,,blaine,wa,98231,us,mailing,whatcom,,,0
whatcom hospice,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",http://whatcomhospice.org,2800 douglas avenue,,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom hospice,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",http://whatcomhospice.org,2800 douglas aven,,bellingham,wa,98225,us,mailing,whatcom,457abe3b-ef63-47ce-8814-d24b74e0bae3,street_dup,1
whatcom hospice,"provides services for patients with a life limiting illness of six months or less, and their families. services address medical, emotional, respite, and spiritual concerns.",http://whatcomhospice.org,2901 squalicum parkway,,bellingham,wa,98225,us,mailing,whatcom,,,0
blaine community/senior center,senior center.,https://www.blaineseniorcenter.org,763 g st,,blaine,wa,98230,us,mailing,whatcom,,,0
blaine community/senior center,senior center.,https://www.blaineseniorcenter.org,763 g str.,,blaine,wa,98230,us,mailing,whatcom,416078c1-3374-402a-be6a-832150015518,street_dup,1
whatcom county parks and recreation department,"the goal of the parks and recreation department is to enrich the quality of life for the community and preserve the natural and cultural heritage of the county through provision of outstanding parks and trails, open space and natural areas, as well as recreational activities and senior services.",http://www.co.whatcom.wa.us/1787/parks-recreation,3373 mt baker hwy,,bellingham,wa,98226,us,mailing,whatcom,,,0
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,,,,,,us,mailing,whatcom,,,0
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,,,,,,us,mailing,whatcom,ca393c40-e3bb-4d29-84fa-a9ce8eb8da2e,street_dup,1
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,,,,,,us,mailing,whatcom,,,0
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,,,,,,,mailing,,,,0
whatcom county health department,to lead the community in promoting health and preventing disease by providing opportunities for the people in the community to thrive in a safe and healthy environment.,http://www.whatcomcounty.us/360/health-department,,,,,,,mailing,,5d83a2b5-c9a2-4c58-b079-e6b15eda1c18,street_dup,1
bellingham & whatcom county housing authorities,the housing authority of the city of bellingham is a local government agency that serves thousands of residents in whatcom county. the bellingham housing authority and the whatcom county housing authority work together to provide needed housing in our community.,http://www.bellinghamhousing.org,208 unity st,,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 501,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand ave,suite 501,bellingham,wa,98225,us,mailing,whatcom,6c8a2510-2725-4d3f-a1f0-6b9dc2dabe30,street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,1020 n state st,,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 301,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand ave,suite 301,bellingham,wa,98225,us,mailing,whatcom,d35c78b0-566f-46a7-8eea-42f2e919aea9,street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,311 grand avenue,suite 401,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,municipal court bldg,2014 c st,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,435 martin st,suite 4000,blaine,wa,,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,435 martin street,suite 4000,blaine,wa,,us,mailing,whatcom,645d7310-00a3-4ba7-92d2-f87648e90030,street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,po box 315,,everson,wa,98247,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,po box 2914,,ferndale,wa,98248,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,300 4th street,,lynden,wa,98264,us,mailing,whatcom,,,0
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,300 4th str,,lynden,wa,98264,us,mailing,whatcom,3f6830b9-6801-44ff-9605-5e51b7a0aea7,street_dup,1
whatcom county courts,civil and criminal courts.,http://www.courts.wa.gov/court_dir/orgs/296.html,po box 9,,sumas,wa,98295,us,mailing,whatcom,,,0
whatcom county sheriff's office,law enforcement agency.,http://www.co.whatcom.wa.us/sheriff/,311 grand ave,,bellingham,wa,98225,us,mailing,whatcom,,,0
whatcom county sheriff's office,law enforcement agency.,http://www.co.whatcom.wa.us/sheriff/,311 grand ave,,bellingham,wa,98225,us,mailing,whatcom,d54ff0f8-dfed-4dad-90ee-4ce34bf4cf17,street_dup,1
lydia place,the mission of lydia place is to disrupt the cycle of homelessness and promote sustained independence for current and future generations.,http://www.lydiaplace.org,po box 28487,,bellingham,wa,98228,us,mailing,whatcom,,,0
lydia place,the mission of lydia place is to disrupt the cycle of homelessness and promote sustained independence for current and future generations.,http://www.lydiaplace.org,po box 28487,,bellingham,wa,98228,us,mailing,whatcom,4873e515-d74f-4d40-8649-83ea8c0a039f,street_dup,1
vietnam veterans of america #165,services for veterans of vietnam and the vietnam-era and their families.,http://www.vva165.org,po box 29885,,bellingham,wa,98228,us,mailing,whatcom,,,0
vietnam veterans of america #165,services for veterans of vietnam and the vietnam-era and their families.,http://www.vva165.org,po box 29885,,bellingham,wa,98228,us,mailing,whatcom,4e9996e2-5a2c-41be-b2b8-f21b0ba19def,street_dup,1
blaine food bank,community food bank that offers food to anyone in need.,https://www.blainefoodbank.org,po box 472,,blaine,wa,98231,us,mailing,whatcom,,,0
brigid collins family support center,"works to end child abuse in both whatcom and skagit counties. connects with local law enforcement jurisdictions, prosecuting attorneys, medical providers, child protection workers and therapists from both counties.",http://www.brigidcollins.org,1231 n garden st suite 200,,bellingham,wa,98225,us,mailing,whatcom,,,0
brigid collins family support center,"works to end child abuse in both whatcom and skagit counties. connects with local law enforcement jurisdictions, prosecuting attorneys, medical providers, child protection workers and therapists from both counties.",http://www.brigidcollins.org,1231 n garden st suite 200,,bellingham,wa,98225,us,mailing,whatcom,00f58ed3-a0e0-49e6-9824-60049094f5fb,street_dup,1
whatcom humane society,"advocate for animals by educating the community to promote humane treatment and respect for animals and provide for abandoned, injured, abused or neglected animals.",http://www.whatcomhumane.org,2172 division street,,bellingham,wa,98226,us,mailing,whatcom,,,0
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org,910 14th street,,bellingham,wa,98225,us,mailing,whatcom,,,0
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org,,,,,,us,mailing,whatcom,,,0
interfaith coalition of whatcom county,interfaith coalition collaborates with agencies and faith communities to fill gaps in human services and to meet housing and other needs of marginalized people.,http://www.interfaith-coalition.org,,,,,,us,mailing,whatcom,1fe08808-4bda-41d6-a5ed-82dfb57f53af,street_dup,1
northwest braille services,a non-profit agency providing braille services.,,po box 234,,ferndale,wa,98248,us,mailing,whatcom,,,0
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,,,0
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,,,0
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,96e94265-a078-47cf-afbb-34b5342e2176,street_dup,1
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,,,0
boys and girls clubs of whatcom county,provides affordable after school youth services in whatcom county.,http://www.whatcomclubs.org,,,,,,us,mailing,whatcom,,,0
we care of whatcom county,"provides inexpensive clothing, furniture and housewares to residents of whatcom county.",,po box 28194,,bellingham,wa,98228,us,mailing,whatcom,,,0
we care of whatcom county,"provides inexpensive clothing, furniture and housewares to residents of whatcom county.",,po box 28194,,bellingham,wa,98228,us,mailing,whatcom,d69a417b-3eb6-4623-8f46-9d8648bb1ccc,street_dup,1
hope house,"hope house is a multi-service center and collaborative effort between multiple non-profit agencies to provide clothing, housewares, emergency food,  hygiene, personal care, diapers, school supplies, flashlights, soaps and supplies for those in need.",https://www.assumption.org/hope-house.html,1133 railroad avenue,#100,bellingham,wa,98225,us,mailing,whatcom,,,0
hope house,"hope house is a multi-service center and collaborative effort between multiple non-profit agencies to provide clothing, housewares, emergency food,  hygiene, personal care, diapers, school supplies, flashlights, soaps and supplies for those in need.",https://www.assumption.org/hope-house.html,1133 railroad avenue,#100,bellingham,wa,98225,us,mailing,whatcom,59af36a5-0c02-4e7d-8079-d1a9c1563268,street_dup,1
whatcom county pregnancy clinic,"provides services for educating, equipping, and empowering individuals and families facing an unplanned pregnancy by offering a compassionate and confidential environment for patients to be heard and to receive accurate information and medical care.",http://www.whatcomclinic.com,po box 1663,,bellingham,wa,98227,us,mailing,whatcom,,,0
whatcom county pregnancy clinic,"provides services for educating, equipping, and empowering individuals and families facing an unplanned pregnancy by offering a compassionate and confidential environment for patients to be heard and to receive accurate information and medical care.",http://www.whatcomclinic.com,po box 1663,,bellingham,wa,98227,us,mailing,whatcom,c32541ec-5f20-4321-88bb-98cd4800c8a1,street_dup,1
new way ministries,"a non-profit faith based organization that provides transitional housing for women and their children.  a program designed to assist families in crisis by providing stable housing, dependable income and resources for help and encouragement.",http://www.christianhopeassociation.org,205 south bc avenue,suite 105,lynden,wa,98264,us,mailing,whatcom,,,0
new way ministries,"a non-profit faith based organization that provides transitional housing for women and their children.  a program designed to assist families in crisis by providing stable housing, dependable income and resources for help and encouragement.",http://www.christianhopeassociation.org,205 south bc ave.,suite 105,lynden,wa,98264,us,mailing,whatcom,791029c4-6cc2-4b08-b58d-fd2c2491edd0,street_dup,1
catholic community services of western washington in whatcom county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org,1133 railroad ave no  100,,bellingham,wa,98225,us,mailing,whatcom,,,0
catholic community services of western washington in whatcom county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org,1133 railroad ave no  100,,bellingham,wa,98225,us,mailing,whatcom,00d8f961-b930-4dea-8388-fdd6c4fcc99f,street_dup,1
catholic community services of western washington in whatcom county,"provides social, mental health and chemical dependency services to residents of whatcom county.",http://www.ccsww.org,515 lakeway ave,,bellingham,wa,98225,us,mailing,whatcom,,,0
pflag whatcom,"a volunteer group providing support, education and advocacy for lgbtq+ people, their family and friends.",http://www.whatcompflag.org,po box 28704,,bellingham,wa,98228,us,mailing,whatcom,,,0
"work opportunities, inc.","an agency which provides vocational rehabilitation and employment services to persons with mental, physical, emotional and sensory disabilities, so they might obtain the training and employment experiences they need to achieve economic self-sufficiency.  www.workopportunities.org",http://www.workopportunities.org,,,,,,us,mailing,whatcom,,,0
"work opportunities, inc.","an agency which provides vocational rehabilitation and employment services to persons with mental, physical, emotional and sensory disabilities, so they might obtain the training and employment experiences they need to achieve economic self-sufficiency.  www.workopportunities.org",http://www.workopportunities.org,,,,,,us,mailing,whatcom,ac097c6a-1562-4b2d-88e0-c56bb2f9a37b,street_dup,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,1824 ellis st,,bellingham,wa,98225,us,mailing,whatcom,,,0
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,1824 ellis st,,bellingham,wa,98225,us,mailing,whatcom,94e2959e-07b5-458c-af80-48a7a897c16d,street_dup,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,,mailing,,,,0
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,us,mailing,,,,0
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,us,mailing,,a55f3f51-2c06-4cdf-927f-f7b83ddc89ab,street_dup,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,us,mailing,,,,0
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,us,mailing,,419f90c5-4d8f-4615-a4d4-dc0c85d7388e,street_dup,1
bellingham food bank,"bellingham food bank provides emergency food to those in need residing in bellingham.  it is the lead agency for whatcom county food banks in ferndale, lynden, everson, deming, blaine, and lummi island.",http://bellinghamfoodbank.org,,,,,,us,mailing,,,,0
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,cs 9710,,bellingham,wa,98227,us,mailing,whatcom,,,0
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,cs 9710,,bellingham,wa,98227,us,mailing,whatcom,5c155c49-e2df-4482-bad4-1aaa71e360e1,street_dup,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,,,,,,us,mailing,whatcom,,,0
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,,,,,,us,mailing,whatcom,ab71622a-98fe-41db-84a3-5a7608b17a38,street_dup,1
bellingham public library,"provides library services, circulating 1.6 million items annually to more than 59,000 registered cardholders. it is a department of the city of bellingham and is funded by city taxes.",http://www.bellinghampubliclibrary.org,,,,,,us,mailing,whatcom,,,0
blue skies for children,"blue skies for children is a 501(c)3 organization located in whatcom county that grants little wishes for homeless, low-income and foster youth, ages 6-18.",http://www.blueskiesforchildren.org,2505 cedarwood ave suite 5,,bellingham,wa,98225,us,mailing,whatcom,,,0
blue skies for children,"blue skies for children is a 501(c)3 organization located in whatcom county that grants little wishes for homeless, low-income and foster youth, ages 6-18.",http://www.blueskiesforchildren.org,2505 cedarwood ave suite 5,,bellingham,wa,98225,us,mailing,whatcom,c8881105-1189-475c-a3e4-077f4d180014,street_dup,1
camp fire samish,"camp fire’s all-inclusive programs provide a nurturing, constructive and fun environments for young people to discover their sparks - unique skills, passions, and interests through club programs, self-reliance classes, community service, and camp experiences.",http://www.campfiresamishcouncil.org,,,,,,us,mailing,whatcom,,,0
camp fire samish,"camp fire’s all-inclusive programs provide a nurturing, constructive and fun environments for young people to discover their sparks - unique skills, passions, and interests through club programs, self-reliance classes, community service, and camp experiences.",http://www.campfiresamishcouncil.org,,,,,,us,mailing,whatcom,185d0e37-1b59-4176-bd92-f38e4c9f666e,street_dup,1
laurel church,provides basic needs to those in the community.,http://www.laurelchurch.us,,,,,,us,mailing,whatcom,,,0
laurel church,provides basic needs to those in the community.,http://www.laurelchurch.us,,,,,,us,mailing,whatcom,93baaf0d-16e5-472c-bbd1-4044a32325b4,street_dup,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,,,,,,us,mailing,whatcom,,,0
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,,,,,,us,mailing,whatcom,,,0
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,,,,,,us,mailing,whatcom,,,0
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,,,,,,us,mailing,whatcom,cb5f3e41-dfe8-4d26-87ba-ed2a45a83cf7,street_dup,1
lummi nation,"coast salish people with a rich history, culture and traditions. fishers, hunters, gatherers, and harvesters of nature's abundance. lummi's envision their homeland as a place where they enjoy an abundant, safe, and healthy life in mind, body, society, environment, space, time and spirituality; where all are encouraged to succeed and none are left behind.",https://www.lummi-nsn.gov,,,,,,us,mailing,whatcom,,,0
bloodworks northwest,collects blood from volunteer donors to support the needs and provide specialized health services to patients in western washington. mobile blood donor units are available for blood drives at organizations and businesses. seattle location coordinates a hemophilia summer camp for families.,http://www.bloodworksnw.org,410 w bakerview rd,suite 117,bellingham,wa,98226,us,mailing,whatcom,,,0
compass health - whatcom county,"community-based healthcare agency that behavioral health and medical care services to support clients and communities. addresses complex healthcare needs in partnership with first responders and other community organizations, and form a key section of the community safety net. provides comprehensive mental health treatment, supportive housing, children’s services, community education and much more.",https://www.compasshealth.org,,,,,,us,mailing,whatcom,,,0
compass health - whatcom county,"community-based healthcare agency that behavioral health and medical care services to support clients and communities. addresses complex healthcare needs in partnership with first responders and other community organizations, and form a key section of the community safety net. provides comprehensive mental health treatment, supportive housing, children’s services, community education and much more.",https://www.compasshealth.org,,,,,,us,mailing,whatcom,f6a27295-ce57-4772-b026-4748a6516a5e,street_dup,1
compass health - whatcom county,"community-based healthcare agency that behavioral health and medical care services to support clients and communities. addresses complex healthcare needs in partnership with first responders and other community organizations, and form a key section of the community safety net. provides comprehensive mental health treatment, supportive housing, children’s services, community education and much more.",https://www.compasshealth.org,,,,,,,mailing,,,,0
compass health - whatcom county,"community-based healthcare agency that behavioral health and medical care services to support clients and communities. addresses complex healthcare needs in partnership with first responders and other community organizations, and form a key section of the community safety net. provides comprehensive mental health treatment, supportive housing, children’s services, community education and much more.",https://www.compasshealth.org,,,,,,,mailing,,cf9f7815-fb56-4b05-aa37-9e612c52f541,street_dup,1
nooksack valley food bank,emergency food and food bank for residents of washington state mainly serving whatcom county residents.,,po box 525,,everson,wa,98247,us,mailing,whatcom,,,0
dshs division of child support,establishes and enforces child support and health insurance obligations on behalf of minor dependent children from parents who are not the physical custodians of their children.,http://dshs.wa.gov/dcs,,,,,,us,mailing,,,,0
project hope,"assists individuals and families living with the lynden area (lynden school district boundaries) who are struggling with food insufficiency. community assistance program helps community member with short-term, emergency assistance which may include utilities, rent, clothing, household goods, laundry, and fuel.",https://www.projecthopelynden.org,,,,,,us,mailing,whatcom,,,0
project hope,"assists individuals and families living with the lynden area (lynden school district boundaries) who are struggling with food insufficiency. community assistance program helps community member with short-term, emergency assistance which may include utilities, rent, clothing, household goods, laundry, and fuel.",https://www.projecthopelynden.org,,,,,,us,mailing,whatcom,40fd6564-36a6-475b-96ac-1ada3bb20909,street_dup,1
ferndale food bank,"food bank serving the ferndale, custer, and north bellingham areas.",http://www.ferndalefoodbank.org,po box 1593,,ferndale,wa,98248,us,mailing,whatcom,,,0
ferndale food bank,"food bank serving the ferndale, custer, and north bellingham areas.",http://www.ferndalefoodbank.org,po box 1593,,ferndale,wa,98248,us,mailing,whatcom,9ed1b0e5-0f72-4fda-8301-661366e4ff65,street_dup,1
northwest youth services,"offers housing, street outreach, help finding a job or enrolling in school, connection to mental health services, support for lgbtq youth, restorative justice for juvenile respondents, and referrals to other services in the community. serves young people ages 13-24 experiencing homelessness in whatcom and skagit counties.",http://www.nwys.org/,1020 n. state street,,bellingham,wa,98225,us,mailing,whatcom,,,0
habitat for humanity in whatcom county,"habitat works in partnership with families in need and community volunteers, businesses, churches and other civic organizations. we repair, build, and sell houses at cost, with no-profit, interest-free mortgages, so that families can live and grow into all that god intends.",http://www.hfhwhatcom.org,,,,,,us,mailing,whatcom,,,0
habitat for humanity in whatcom county,"habitat works in partnership with families in need and community volunteers, businesses, churches and other civic organizations. we repair, build, and sell houses at cost, with no-profit, interest-free mortgages, so that families can live and grow into all that god intends.",http://www.hfhwhatcom.org,,,,,,us,mailing,whatcom,48c7b1b7-303c-44a2-8187-2209f26975ea,street_dup,1
re store,"helps homeowners and contractors save money on disposal costs, providing the public with quality used building materials at affordable prices while reducing waste, saving resources and generating jobs.",http://www.re-store.org,2309 meridian st,,bellingham,wa,98225,us,mailing,whatcom,,,0
dshs community services offices,"helps people achieve and maintain self-sufficiency by providing financial assistance for food, medical expenses and id cards to those who are eligible. also provides limited cash assistance. additional programs available for refugees, families and people with disabilities.",https://www.dshs.wa.gov/food-cash-medical,po box 6057,,arlington,wa,98223,us,mailing,snohomish,,,0
dshs community services offices,"helps people achieve and maintain self-sufficiency by providing financial assistance for food, medical expenses and id cards to those who are eligible. also provides limited cash assistance. additional programs available for refugees, families and people with disabilities.",https://www.dshs.wa.gov/food-cash-medical,po box 6057,,arlington,wa,98223,us,mailing,snohomish,b6f0c4b8-7478-4953-ade9-3b946ab204b3,street_dup,1
dshs division of vocational rehabilitation,"helps people with disabilities prepare for, obtain and retain employment. works in partnership with the community and businesses to develop employment opportunities for people who have disabilities.",http://dshs.wa.gov/dvr,po box 6057,,arlington,wa,98223,us,mailing,snohomish,,,0
dshs division of vocational rehabilitation,"helps people with disabilities prepare for, obtain and retain employment. works in partnership with the community and businesses to develop employment opportunities for people who have disabilities.",http://dshs.wa.gov/dvr,po box 6057,,arlington,wa,98223,us,mailing,snohomish,2ad854e5-56c0-4cac-aca7-b99e85c574ba,street_dup,1
dshs aging and long-term support administration's home and community services,helps vulnerable and dependent adults by funding personal care services in a variety of settings. investigates reports of adult abuse and neglect.,https://www.dshs.wa.gov/altsa/home-and-community-services/agencies-help#hcs,,,,,,us,mailing,whatcom,,,0
journey housing and payee services,"journey housing and payee services, an everett-based non-profit company, creates affordable housing programs that empower people living with developmental disabilities to discover their potential, live independently with supportive services and engage in community life. journey also operates a payee service providing representative payee services to washington residents who need assistance in managing their personal financial affairs. the main mission of the organization is to provide housing, which they accomplish as a property management agency and as a payee service, prioritizing the payment of rent and utilities to assist people in keeping their housing.",https://journeyhousingandpayee.org,po box 739,,bellingham,wa,98225,us,mailing,whatcom,,,0
journey housing and payee services,"journey housing and payee services, an everett-based non-profit company, creates affordable housing programs that empower people living with developmental disabilities to discover their potential, live independently with supportive services and engage in community life. journey also operates a payee service providing representative payee services to washington residents who need assistance in managing their personal financial affairs. the main mission of the organization is to provide housing, which they accomplish as a property management agency and as a payee service, prioritizing the payment of rent and utilities to assist people in keeping their housing.",https://journeyhousingandpayee.org,po box 739,,bellingham,wa,98225,us,mailing,whatcom,b2408b18-8365-4313-98fd-0ab491ee168c,street_dup,1
lake whatcom residential and treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org,609 northshore drive,,bellingham,wa,98266,us,mailing,whatcom,,,0
lake whatcom residential and treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org,3600 meridian street,,bellingham,wa,98225,us,mailing,whatcom,,,0
lake whatcom residential and treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org,3600 meridian st,,bellingham,wa,98225,us,mailing,whatcom,3be7a177-8d45-4cfc-921b-70abef248693,street_dup,1
lifeline connections,offers outpatient and residential substance use disorder and mental health treatment services.,https://lifelineconnections.org/,,,,,,us,mailing,,,,0
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,po box 548,,bellingham,wa,98227,us,mailing,whatcom,,,0
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,po box 548,,bellingham,wa,98227,us,mailing,whatcom,,,0
