id,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses,x_legacy_id,x_total_units,x_need,x_target_populations,x_age_range,x_capacity_type,x_dshs_region,x_public_view,x_option_status,x_staff_notes,x_edit_notes,x_keywords
4119,1804,,Prenatal Care,,Provides prenatal care for pregnant women & accept Apple Health (Medicaid). Please call to see if clinics are currently accepting new patients.,https://www.seamar.org/whatcom-medical-bellingham.html,,active,,,,,,,6543,,Health,,,,3,Informational,Active,"*Medical Services:*- Family medicine- pediatric, adolescent, adult and geriatric care- obstetrics- Chronic disease management- Industrial/occupational health care- Acute-care services- In-house laboratory services- Family planning- Health education- Immunizations- Well-child checks- Nutrition counseling- WIC (Women, Infants, Children), Electric & manual pumps provided at no charge for WIC clients and home visits may be available.*Maternity Support Services (MSS) and Infant Case Management:*- Medicaid-eligible pregnant women receive support and information related to pre-natal and post-partum health, and the care of their newborn.- Nurses, social workers, and community health workers support expectant mothers before birth and after birth for two months.- All services are covered by the Apple Health at no cost to clients.- Families may also be eligible for Infant Case Management, a program that provides support and services to infants from 3- to 12-months old.- Services are offered in the client's home (home visits) or in the providers office.- Care coordination- Dental services- Outpatient mental health & substance abuse- Inpatient substance abuse treatment- Refugee screening*This clinic also offers:*-   Health care for the homeless & migrant outreach-   *Prescription assistance:* for to low-income clients/patients, or those who have no income or insurance to cover the prescriptions.-   *Bus and shower passes:* For homeless clients and medical/dental patients who need help attending appointments-   *Food Vouchers:* for clients who meet eligibility criteria-   *Community Voice Mail*-   *Shelter Outreach Services:* medical and case-management services for local shelters.-   *Migrant Outreach Services:* medical and health outreach and assistance for migrant populations during summer months.-   *Case Management:* services for homeless families, including financial eligibility/entitlement assistance, assistance with translating documents, i.e., job applications, mail, DSHS paperwork, school enrollment paperwork.",,"pregnancy, baby, birth, delivery, Prenatal Care, prenatal care, prenatal, pregnant, OB, OBGYN, midwife, midwifery, baby doctor, OBGyn, prenatal vitamins"
4120,1804,,Birth Control Services (Family Planning),,"Offers family planning services, including annual exams and birth control options. Clinics may accept Apple Health (Medicaid) and may offer a sliding fee for the uninsured.",https://www.seamar.org/whatcom-medical-bellingham.html,,active,,,,,,,533,,Health,,,,3,Informational,Active,,,"free condoms, birth control, pill, the patch, birthcontrol, the pill, morning after pill, planB, plan b, IUD, depo, deprovera, depo-provera, depoprovera, shot, implant, nuvaring, vaginal ring, contraception, essure, tubal ligation, tubes tied, planned parenthood, Cedar River Clinic, Family Planning Nurse"
4121,1804,,Adult Dental Clinics,,Provides dental services for adults. Some clinics may accept Apple Health (Medicaid). while others may offer a sliding fee scale or reduced rate program. Please call the dental clinic for more information as services and coverage may be limited.,https://www.seamar.org/whatcom-dental-bellingham.html,,active,,,,,,,8361,,Health,,,,3,Informational,Active,"*Medical Services:*- Family medicine- pediatric, adolescent, adult and geriatric care- obstetrics- Chronic disease management- Industrial/occupational health care- Acute-care services- In-house laboratory services- Family planning- Health education- Immunizations- Well-child checks- Nutrition counseling- WIC (Women, Infants, Children), Electric & manual pumps provided at no charge for WIC clients and home visits may be available.*Maternity Support Services (MSS) and Infant Case Management:*- Medicaid-eligible pregnant women receive support and information related to pre-natal and post-partum health, and the care of their newborn.- Nurses, social workers, and community health workers support expectant mothers before birth and after birth for two months.- All services are covered by the Apple Health at no cost to clients.- Families may also be eligible for Infant Case Management, a program that provides support and services to infants from 3- to 12-months old.- Services are offered in the client's home (home visits) or in the providers office.- Care coordination- Dental services- Outpatient mental health & substance abuse- Inpatient substance abuse treatment- Refugee screening*This clinic also offers:*-   Health care for the homeless & migrant outreach-   *Prescription assistance:* for to low-income clients/patients, or those who have no income or insurance to cover the prescriptions.-   *Bus and shower passes:* For homeless clients and medical/dental patients who need help attending appointments-   *Food Vouchers:* for clients who meet eligibility criteria-   *Community Voice Mail*-   *Shelter Outreach Services:* medical and case-management services for local shelters.-   *Migrant Outreach Services:* medical and health outreach and assistance for migrant populations during summer months.-   *Case Management:* services for homeless families, including financial eligibility/entitlement assistance, assistance with translating documents, i.e., job applications, mail, DSHS paperwork, school enrollment paperwork.",,"adult, adult dental, adult dental clinics, root canal, bridge, filling, cleaning, teeth, ache, dentures, crown, tooth, pulled, endodontist, gum disease, gingivitis, plaque, novocaine"
4123,1804,,Children's Dental Clinics,,"Provides dental services for children, accepts Apple Health (Medicaid) and may offer sliding fee for the uninsured.",https://www.seamar.org/whatcom-dental-bellingham.html,,active,,,,,,,532,,Health,,,,3,Informational,Active,,,"Children's Dental Clinics, dentist, children, child, kid, kids, dentists, flouride, flouride treatment, varnish, cavity, oral, filling, cleaning, tooth, teeth, ache, rotten, extract, pull, baby teeth, bottle decay, abscess, baby teeth, dentist for my kids, dental"
4188,1820,,Substance Abuse Treatment,,Substance abuse treatment programs. Offers comprehensive case management and behavioral health services for adults and children.,https://www.seamar.org/whatcom-bh-bellingham.html,,active,,,,,,,11250,,Health,,,,3,Informational,Active,Accepts Medicaid/WA Apple Health (including ADATSA) & offers a sliding fee scale.*Mental Health Services:*·    Assessments for mental health clients·    Case management and community outreach for adults and children·    Psychiatric medication assessments and management for adults·    Individual therapy·    Group therapy*Chemical Dependency Services (Adults):*·    Drug and alcohol evaluations (English and Spanish)·    DUI assessments·    Deferred prosecution·    Relapse prevention·    Monthly monitoring·    Aftercare·    Intensive outpatient treatment·    Women’s group,,"Substance Abuse Treatment, treatment, substance abuse, quit, drugs, alcohol, alcoholism, addict, addiction, abuse, marijuana, heroine, meth, methamphetamine, cocaine, crack, weed, pot, vicodin, oxycodone, oxycontin, overdose, user, OD, kick the habit, intervention, methadone, intravenous"
4189,1820,,Community Mental Health Resources,,Provides counseling & behavioral health services and accepts Apple Health (Medicaid). Some clinics may offer a reduced rate or sliding fee scale. Please call for more details on specific services.,https://www.seamar.org/whatcom-bh-bellingham.html,,active,,,,,,,11249,,Health,,,,3,Informational,Active,Accepts Medicaid/WA Apple Health (including ADATSA) & offers a sliding fee scale.*Mental Health Services:*·    Assessments for mental health clients·    Case management and community outreach for adults and children·    Psychiatric medication assessments and management for adults·    Individual therapy·    Group therapy*Chemical Dependency Services (Adults):*·    Drug and alcohol evaluations (English and Spanish)·    DUI assessments·    Deferred prosecution·    Relapse prevention·    Monthly monitoring·    Aftercare·    Intensive outpatient treatment·    Women’s group,,"Community Mental Health Resources, mental health, mental, counseling, counselor, therapy, crisis, behavior, behavioral health, evaluation, depression, anxiety, suicide, RSN, psychologist, psychiatrist, ADD, ADHD, divorce, separation, stress, crazy, strange, bipolar, manic depression, psychosis, eating disorders, obsessive compulsive disorder, panic attacks, panic disorders, schizophrenia, mood disorders, infant mental health, PCIT, parent child interactive therapy, grief, grieving, emotional, therapist, family therapy, relationship therapy, marriage therapy, parent child therapy"
4458,1891,,Free Developmental Evaluation for Children Birth - 3 (Early Intervention),,"If there is a concern about a child’s development, developmental screenings are available for children birth to three. Contact the Family Resources Coordinator in your county for more information on how to get a free developmental screening for your child.",https://www.oppco.org/basic-needs/infants-toddlers/,,active,,,,,,,278,,,,,,3,Informational,Active,"Alternate number (instead of SEAS Number): (360)734-8396, x198Deirdra Bummer, SEAS Navigator, is also the Public Awareness Contact Person to order all ITEIP materials at 360-734-8396, Ext. 198 and email:Suzan_Brawnlyn@oppco.org*Single Entry Access to Services (SEAS):*Housed at the Opportunity Council, this program of Whatcom Taking Action provides a centralized intake system for families and medical professionals looking for services for children and youth in Whatcom County with known or suspected special needs. Serves Whatcom County",,"Early Intervention Services (Birth - 3), early intervention, birth - 3, developmental delay, screening, delayed, developmental, speech, social emotional, cognitive, evaluation, intervention, FRC, assessment, sensory, screening, developing, concern, developmental milestones, behind on development, part C, babies can't wait, Birth to Three, Zero to Three, 0 to 3, 0 to three, Zero to 3, early support for infants and toddlers, ESIT, EI, speech therapy, physical therapy, occupational therapy, behavior therapy, Family Resource Coordinator, Family Resources Coordinator, free evaluation, free developmental evaluation"
4490,1923,,Parent Support for Children with Special Needs,,"Provides a network of peer support, information & referral and educational workshops to families of children with special needs and/or disabilities.",http://arcwhatcom.org/wp/programs/parent-to-parent/,,active,,,,,,,1435,,,,,,3,Informational,Active,"*SPONSORING AGENCY:* Whatcom Center for Early Learning*Program Activities:*Bi-Monthly Newsletter, Monthly Support Meetings, Family Inclusive Events, Parent Workshop, Super Sitter Training, Helping Parent Training, Quarterly Sib Shops, Hispanic Outreach Family Events, Book & Video Lending Library, Parent MatchesKarlene Umbaugh, Program Coordinator: (360) 715-0170, ext. 302, or KarleneU@arcwhatcom.orgMelissa Abraham, Parent Assistant: (360) 715-0170, ext. 301, or MelissaA@arcwhatcom.orgMarta Mejia, Padres a Padres: (360) 715-0170, ext. 308, or Familia@p2pwhatcom.org*More Service Details:*-      Emotional support for parents of children with disabilities and chronic illnesses.-     Information and referrals to community resources.-     Trained Helping Parents whose parenting experiences match yours as closely as possible.-     Social and recreational events.-     Current information on disabilities, medical conditions and community resources.",,"disability, special needs support, emotional support, sibling support, sibling, Special Needs Parent Support, special needs parent support, special needs, parent to parent, ARC, the arc, behavior"
4491,1923,,Respite Care,,Offers an option to hire a trained Super Sitter through Parent to Parent; please call for more detailed information.,http://arcwhatcom.org/wp/programs/parent-to-parent/,,active,,,,,,,13264,,,,,,3,Informational,Active,"*SPONSORING AGENCY:* Whatcom Center for Early Learning*Program Activities:*Bi-Monthly Newsletter, Monthly Support Meetings, Family Inclusive Events, Parent Workshop, Super Sitter Training, Helping Parent Training, Quarterly Sib Shops, Hispanic Outreach Family Events, Book & Video Lending Library, Parent MatchesKarlene Umbaugh, Program Coordinator: (360) 715-0170, ext. 302, or KarleneU@arcwhatcom.orgMelissa Abraham, Parent Assistant: (360) 715-0170, ext. 301, or MelissaA@arcwhatcom.orgMarta Mejia, Padres a Padres: (360) 715-0170, ext. 308, or Familia@p2pwhatcom.org*More Service Details:*-      Emotional support for parents of children with disabilities and chronic illnesses.-     Information and referrals to community resources.-     Trained Helping Parents whose parenting experiences match yours as closely as possible.-     Social and recreational events.-     Current information on disabilities, medical conditions and community resources.",,"Caregiver, care, giving, lifespan, respite, Respite Care, respite care, special needs child care, child care for children with special needs, child care, childcare"
4879,2018,,Play & Learn Groups,,Free organized play groups that support children’s early learning & development. Please call to confirm group dates and times.,https://www.wcel.net/dropin-playgroups,,active,,,,,,,15485,,,,,,3,Informational,Active,,,"Learn & Play, play groups, Play & Learn Groups, play and learn groups, play & learn, play and learn, play & learn group, play and learn group, fun, Help with my kids, early learning, school ready, kindergarten ready, activities for my kids, social skills, playgroup, play group, playgroups, social interaction, mommy and me, mommy & me"
4880,2019,,Play & Learn Groups,,Tues (during the school year) 10:00am - 11:30am. Free for children 0 – 5. A small donation of $2-5 is suggested for the Ferndale Toddler Time program.,https://www.wcel.net/dropin-playgroups,,active,,,,,,,9848,,,,,,3,Informational,Active,,,"Learn & Play, play groups, Play & Learn Groups, play and learn groups, play & learn, play and learn, play & learn group, play and learn group, fun, Help with my kids, early learning, school ready, kindergarten ready, activities for my kids, social skills, playgroup, play group, playgroups, social interaction, mommy and me, mommy & me"
5144,2083,,STD Screening,,Offers STD (Sexual Transmitted Disease) & STI (Sexually Transmitted Infection) screenings. Accepts Apple Health (Medicaid) and may offer reduces rates or a sliding fee scale for pay.,https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,,active,,,,,,,661,,,,,,3,Informational,Active,,,"STD Screening, STDs, STD, std screening, STD Treatment, STI, test, gonorrhea, testing, syphilis, genital, herpes, sexual contact, Chlamydia, HPV"
5145,2083,,Pregnancy Testing,,Free or low cost pregnancy tests,https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,,active,,,,,,,660,,,,,,3,Informational,Active,"*A TITLE X CLINIC - sliding fee scale (possibly down to 0$) for family planning services.*-   Abortion Services (abortion pill & in-clinic abortion offered)-   Pre & post abortion patient education, post-abortion follow up exams and referrals as needed-   Birth Control-   General Health Care-   HIV Testing-   LGBT Services-   Men's Health Care-   Morning-After Pill (Emergency Contraception)-   Pregnancy Testing & Services - this service is available by appointment-   STD Testing, Treatment & Vaccines-   Women's Health Care*Bellingham Health Center offers the following services specifically for clients who identify as LGBTQ:- education- Hormone Replacement Therapy- resources services referralAt this health center, these LGBTQ services are available: during all business hours by appointmentPayment is expected at time of service unless other arrangements have previously been made.",,"pregnancy test, unplanned pregnancy, pregnant, Pregnancy Testing, pregnancy testing, pregnancy"
5146,2083,,Birth Control Services (Family Planning),,"Offers family planning services, including annual exams and birth control options. Clinics may accept Apple Health (Medicaid) and may offer a sliding fee for the uninsured.",https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,,active,,,,,,,659,,,,,,3,Informational,Active,,,"free condoms, birth control, pill, the patch, birthcontrol, the pill, morning after pill, planB, plan b, IUD, depo, deprovera, depo-provera, depoprovera, shot, implant, nuvaring, vaginal ring, contraception, essure, tubal ligation, tubes tied, planned parenthood, Cedar River Clinic, Family Planning Nurse"
5147,2083,,Abortion Services,,Clinics that offer medical or surgical pregnancy terminations for women and accept Apple Health (Medicaid).,https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,,active,,,,,,,662,,Health,,,,3,Informational,Active,,,"abortion, abortion services, termination, medical abortion, surgical abortion"
5148,2083,,Transgender Services,,"Offers education, Hormone Replacement Therapy, resources, and services referrals to clients who identify as LGBTQ. Apple Health (Medicaid) is accepted.",https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,,active,,,,,,,13101,,,,,,3,Informational,Active,"*A TITLE X CLINIC - sliding fee scale (possibly down to 0$) for family planning services.*-   Abortion Services (abortion pill & in-clinic abortion offered)-   Pre & post abortion patient education, post-abortion follow up exams and referrals as needed-   Birth Control-   General Health Care-   HIV Testing-   LGBT Services-   Men's Health Care-   Morning-After Pill (Emergency Contraception)-   Pregnancy Testing & Services - this service is available by appointment-   STD Testing, Treatment & Vaccines-   Women's Health Care*Bellingham Health Center offers the following services specifically for clients who identify as LGBTQ:- education- Hormone Replacement Therapy- resources services referralAt this health center, these LGBTQ services are available: during all business hours by appointmentPayment is expected at time of service unless other arrangements have previously been made.",,"transgender services, trans, transgender, trans friendly, transhealth, gender reassignment"
5416,2192,,Food Bank,,Get help from this local food bank to feed your family. Please call first to verify hours & services.,http://www.foothillsfoodbank.org,,active,,,,,,,14574,,,,,,3,Informational,Active,,,"Food Banks, food bank, food banks, Food Bank, Meals, food, free, eat, hungry, sites, foodbank, foodbanks, grocery, groceries, food box, holiday assistance, food basket, commodities, formula, produce, food boxes, toiletries, pet food, free food, food assistance, need food"
5530,2239,,Parent Support for Children with Special Needs,,"Provides information, support & assistance to any person with hearing challenges, as well as their family and friends. TTY 360-647-8508; Toll-Free TTY 1-877-647-8508; Videophone 360-255-7166.",https://www.hsdc.org/contact,,active,,,,,,,14196,,,,,,3,Informational,Active,"*Deaf and Hard of Hearing Services:*- Case Management & Advocacy: We assist Deaf, hard of hearing, and late-deafened community members with a variety of issues such as employment, housing, medical issues, legal issues, and more. If you’re experiencing a communication barrier, our staff can help.- You can visit one of our three offices in Seattle, Tacoma, and Bellingham, or we can travel to you.Information & Referral- We answer questions from Deaf and hard of hearing individuals about a variety of topics such as interpreting, health care, and housing. We can provide referrals to to qualified service providers in Western Washington.- We also provide workshops, presentations, and trainings to organizations who wish to better accommodate deaf and hard of hearing clients, customers, or employees.",,"disability, special needs support, emotional support, sibling support, sibling, Special Needs Parent Support, special needs parent support, special needs, parent to parent, ARC, the arc, behavior"
5919,2366,,Parent Support,,"Parent support groups, parenting skills program & parenting seminars offered. Serves Skagit & Whatcom Counties. Please call for details and schedule.",http://www.brigidcollins.org,,active,,,,,,,8261,,,,,,3,Informational,Active,"*Family Support & Parenting Class information:*Parent Coaching During the COVID-19 CrisisAs COVID-19 impacts the world and our community, we are ready to face the challenges with you! Take advantage of virtual parent coaching as you navigate these uncertain times. Register to attend a one-on-one session or group seminar by calling (360) 922-3600 or emailing contact@parenting-academy.org.*Virtual One-On-One Parent Coaching Sessions*Meet with a specialized parenting coach to focus on achieving the unique goals you have for your child and for yourself as a parent. $20-$90 cost each session, based on self-selected co-pay - no income verification needed.*Virtual Parenting Group Seminars*These 60-minute seminars focus on a range of topics for parents and provide research-based, practical tips for everyday parenting! See seminar schedule below. Limit of 12 participants per seminar. $10 cost per participant.*Family Support Services include:*- Parenting support and information- Professional family support workers- Help accessing community resources- Family Activity Night*Parents Helping Parents Support Groups:* Weekly drop-in discussion groups are free, fun and informative, refreshments & childcare included, confidential and led by a facilitator*Growing Together Parent-Child Assistance Program:*Supportive case management, Parent education, Group therapy, Child assessments, Assistance accessing chemical dependency and housing services, mental health counseling & Acupuncture. This group is for low-income (200FPL%), at-risk women with a child under 3 years of age.*Familia Latina* Ayuda en español para usted y su familia.Ser padre es el trabajo más difícil y más gratificante que tenemos. Nosotros apoyamos a familias en momento de crisis y también tenemos clases y actividades semanales y mensuales para toda la familia. Nuestros servicios son completamente gratis.  También ofrecemos clases en español para los padres.-Enseñamos habilidades de relación y crianza de los hijos, para que los adultos puedan proteger y enriquecer las vidas de los niños.-Animamos a las familias a ayudarse a sí mismos y ayudar a otros.-Protegemos a los niños, les ayudamos a sanar y recuperar su dignidad a través del apoyo y por medio de nuestros servicios.-Servimos a niños y familias en riesgo. Servimos a los niños que son abandonados. Servimos a los niños que son víctimas de abuso sexual y físico. Servimos a los niños y familias de todos los niveles de ingresos, etnicidades y circunstancias.Para más información en el condado de Whatcom, comuníquese con Linda Saucedo en español llamando al (360) 734-4616. Para más información en el condado de Skagit, comuníquese con Adi Hernandez en español llamando al (360) 428-6622, Ext. 205 or (360) 922-4602.",,"Parent Support, parent support, parent support group, parenting, groups, advice, support group, support groups, help with my kids, parent education, discipline, positive discipline, how to be a good parent, parenting skills, learning how to be a parent, behavior, family help line"
5920,2366,,Parenting Classes,,Parenting classes and support offered in a variety of settings. Please call for information and class schedules. Serves Skagit & Whatcom Counties.,http://www.brigidcollins.org,,active,,,,,,,8262,,,,,,3,Informational,Active,,,"Parenting Classes, Parenting Class, parenting class, class, classes, parenting, parenting skills, court ordered parenting class, parenting support, help with my kids, parent education, discipline, positive discipline, how to be a good parent"
6201,2449,,Immunization Clinics,,Provides children's immunizations and accepts Apple Health (Medicaid). Offers a sliding scale for the uninsured.,http://www.unitycarenw.org,,active,,,,,,,3804,,,,,,3,Informational,Active,,,"Immunization Clinics, vaccine, vaccines, shots, shot, immunize, immunizations, vaccination, immunization clinics, mmr, varicella, chicken pox, pertussis, whooping cough, Tetanus, measles, rotavirus, flu, flu shot, influenza, vaccinations, HPV, Dtap, Tdap, Measels, polio,"
6202,2449,,Community Clinics,,Provide general medical care for families & individuals and accept Apple Health (Medicaid). Also offers a sliding fee scale for the uninsured.,http://www.unitycarenw.org,,active,,,,,,,3803,,,,,,3,Informational,Active,,,"Community Clinics, community clinics, medical care, health, doctor, MD, adult, uninsured, sliding discount, low cost, low-cost, provider, pediatrician, family, sick, check-up, checkup, nurse, clinic clinics, medicaid, HealthPoint, Health Point, Sea Mar, seamar, low cost clinic, sliding fee, unpaid medical bills, doctor's office, seen by a doctor, medical care,Sea Mar Community Health Center, Community Health Care Center, Family Health"
6203,2450,,Community Clinics,,Provide general medical care for families & individuals and accept Apple Health (Medicaid). Also offers a sliding fee scale for the uninsured.,http://unitycarenw.org/,,active,,,,,,,3802,,,,,,3,Informational,Active,,,"Community Clinics, community clinics, medical care, health, doctor, MD, adult, uninsured, sliding discount, low cost, low-cost, provider, pediatrician, family, sick, check-up, checkup, nurse, clinic clinics, medicaid, HealthPoint, Health Point, Sea Mar, seamar, low cost clinic, sliding fee, unpaid medical bills, doctor's office, seen by a doctor, medical care,Sea Mar Community Health Center, Community Health Care Center, Family Health"
6204,2450,,Immunization Clinics,,Provides children's immunizations and accepts Apple Health (Medicaid). Offers a sliding scale for the uninsured.,http://unitycarenw.org/,,active,,,,,,,4060,,,,,,3,Informational,Active,,,"Immunization Clinics, vaccine, vaccines, shots, shot, immunize, immunizations, vaccination, immunization clinics, mmr, varicella, chicken pox, pertussis, whooping cough, Tetanus, measles, rotavirus, flu, flu shot, influenza, vaccinations, HPV, Dtap, Tdap, Measels, polio,"
6205,2450,,Birth Control Services (Family Planning),,"Offers family planning services, including annual exams and birth control options. Clinics may accept Apple Health (Medicaid) and may offer a sliding fee for the uninsured.",http://unitycarenw.org/,,active,,,,,,,9852,,,,,,3,Informational,Active,,,"free condoms, birth control, pill, the patch, birthcontrol, the pill, morning after pill, planB, plan b, IUD, depo, deprovera, depo-provera, depoprovera, shot, implant, nuvaring, vaginal ring, contraception, essure, tubal ligation, tubes tied, planned parenthood, Cedar River Clinic, Family Planning Nurse"
6206,2450,,Community Mental Health Resources,,Provides counseling & behavioral health services and accepts Apple Health (Medicaid). Some clinics may offer a reduced rate or sliding fee scale. Please call for more details on specific services.,http://unitycarenw.org/,,active,,,,,,,11274,,,,,,3,Informational,Active,"Formerly known as Interfaith Community Health Center. Located in downtown Ferndale, a block from the Ferndale Police Station. Accepts Apple Health/Medicaid- Unity Care NW offers primary, preventive & urgent health care for people at every age.*Medical services:*- well-child exams- immunizations- women’s health care- diagnosis and treatment of acute illness- urgent care- on-site testing and laboratory services- behavioral health care- care of chronic illness, such as diabetes, heart disease and HIV/AIDS  prescriptions.*Dental Care:*Unity Care NW’s dental program provides services for all ages. We focus on early screening for children and sealants for school-age children. Dental services include:-   X-rays-   Exams-   Cleanings-   Sealants-   Fluoride treatment-   Fillings (restorative care)-   Removing teeth (extractions)-   Information on how to care for your teeth*Emergency dental care for adults 21 and older, on a stand-by basis anytime between 8 am to 5 pm Monday – Friday*Unity Care NW provides adult dental services for special populations:-   Developmentally disabled-   Pregnant women-   People living with HIV/AIDS*Behavioral Health:*Mental and emotional health is an important part of overall health. Our behavioral health providers work closely with your PCP. Working together with you, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, post-traumatic stress disorder, smoking cessation and chronic conditions.*Sliding Fee:* Unity Care NW is proud to offer a Sliding-Fee Scale discount program. Eligibility for the Sliding-Fee Scale depends on household size and income. To apply for the program, patients must annually complete a Sliding-Fee Scale application and current proof of household income.",,"Community Mental Health Resources, mental health, mental, counseling, counselor, therapy, crisis, behavior, behavioral health, evaluation, depression, anxiety, suicide, RSN, psychologist, psychiatrist, ADD, ADHD, divorce, separation, stress, crazy, strange, bipolar, manic depression, psychosis, eating disorders, obsessive compulsive disorder, panic attacks, panic disorders, schizophrenia, mood disorders, infant mental health, PCIT, parent child interactive therapy, grief, grieving, emotional, therapist, family therapy, relationship therapy, marriage therapy, parent child therapy"
6207,2450,,Pregnancy Testing,,Free or low cost pregnancy tests,http://unitycarenw.org/,,active,,,,,,,11273,,,,,,3,Informational,Active,"Formerly known as Interfaith Community Health Center. Located in downtown Ferndale, a block from the Ferndale Police Station. Accepts Apple Health/Medicaid- Unity Care NW offers primary, preventive & urgent health care for people at every age.*Medical services:*- well-child exams- immunizations- women’s health care- diagnosis and treatment of acute illness- urgent care- on-site testing and laboratory services- behavioral health care- care of chronic illness, such as diabetes, heart disease and HIV/AIDS  prescriptions.*Dental Care:*Unity Care NW’s dental program provides services for all ages. We focus on early screening for children and sealants for school-age children. Dental services include:-   X-rays-   Exams-   Cleanings-   Sealants-   Fluoride treatment-   Fillings (restorative care)-   Removing teeth (extractions)-   Information on how to care for your teeth*Emergency dental care for adults 21 and older, on a stand-by basis anytime between 8 am to 5 pm Monday – Friday*Unity Care NW provides adult dental services for special populations:-   Developmentally disabled-   Pregnant women-   People living with HIV/AIDS*Behavioral Health:*Mental and emotional health is an important part of overall health. Our behavioral health providers work closely with your PCP. Working together with you, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, post-traumatic stress disorder, smoking cessation and chronic conditions.*Sliding Fee:* Unity Care NW is proud to offer a Sliding-Fee Scale discount program. Eligibility for the Sliding-Fee Scale depends on household size and income. To apply for the program, patients must annually complete a Sliding-Fee Scale application and current proof of household income.",,"pregnancy test, unplanned pregnancy, pregnant, Pregnancy Testing, pregnancy testing, pregnancy"
6208,2450,,Children's Dental Clinics,,"Provides dental services for children, accepts Apple Health (Medicaid) and may offer sliding fee for the uninsured.",http://www.interfaithchc.org/services/dental/,,active,,,,,,,4066,,,,,,3,Informational,Active,,,"Children's Dental Clinics, dentist, children, child, kid, kids, dentists, flouride, flouride treatment, varnish, cavity, oral, filling, cleaning, tooth, teeth, ache, rotten, extract, pull, baby teeth, bottle decay, abscess, baby teeth, dentist for my kids, dental"
6209,2450,,Adult Dental Clinics,,Provides dental services for adults. Some clinics may accept Apple Health (Medicaid). while others may offer a sliding fee scale or reduced rate program. Please call for more information as services and coverage may be limited.,http://unitycarenw.org/dental/,,active,,,,,,,8333,,,,,,3,Informational,Active,"Formerly known as Interfaith Community Health Center. Located in downtown Ferndale, a block from the Ferndale Police Station. Accepts Apple Health/Medicaid- Unity Care NW offers primary, preventive & urgent health care for people at every age.*Medical services:*- well-child exams- immunizations- women’s health care- diagnosis and treatment of acute illness- urgent care- on-site testing and laboratory services- behavioral health care- care of chronic illness, such as diabetes, heart disease and HIV/AIDS  prescriptions.*Dental Care:*Unity Care NW’s dental program provides services for all ages. We focus on early screening for children and sealants for school-age children. Dental services include:-   X-rays-   Exams-   Cleanings-   Sealants-   Fluoride treatment-   Fillings (restorative care)-   Removing teeth (extractions)-   Information on how to care for your teeth*Emergency dental care for adults 21 and older, on a stand-by basis anytime between 8 am to 5 pm Monday – Friday*Unity Care NW provides adult dental services for special populations:-   Developmentally disabled-   Pregnant women-   People living with HIV/AIDS*Behavioral Health:*Mental and emotional health is an important part of overall health. Our behavioral health providers work closely with your PCP. Working together with you, they develop treatment plans to meet a wide range of needs. These may include depression, anxiety, post-traumatic stress disorder, smoking cessation and chronic conditions.*Sliding Fee:* Unity Care NW is proud to offer a Sliding-Fee Scale discount program. Eligibility for the Sliding-Fee Scale depends on household size and income. To apply for the program, patients must annually complete a Sliding-Fee Scale application and current proof of household income.",,"adult, adult dental, adult dental clinics, root canal, bridge, filling, cleaning, teeth, ache, dentures, crown, tooth, pulled, endodontist, gum disease, gingivitis, plaque, novocaine"
